"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen17_0001",21,0.190683,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0002",21,0.209468,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0003",21,0.203634,1,1,0,1,1,1,1,0,0,1,0,1,0
"gen17_0004",21,0.210752,0,1,0,1,0,1,1,1,1,1,0,1,0
"gen17_0005",21,0.210693,0,0,0,1,1,1,1,1,1,1,0,1,0
"gen17_0006",21,0.202818,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen17_0007",21,0.193323,0,1,0,1,1,1,1,0,1,1,0,1,0
"gen17_0008",27,0.157828,0,0,0,1,1,1,1,1,1,1,0,1,0
"gen17_0009",20,0.201589,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0010",21,0.201496,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0011",15,0.199196,0,1,0,1,0,1,1,1,1,1,0,1,0
"gen17_0012",21,0.200048,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0013",21,0.205126,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0014",18,0.200477,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0015",15,0.204643,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0016",15,0.199814,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen17_0017",16,0.200394,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0018",19,0.201009,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen17_0019",17,0.203878,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen17_0020",20,0.201062,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0021",4,0.201381,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0022",21,0.209848,0,1,0,0,1,1,1,1,1,1,0,1,0
"gen17_0023",21,0.210682,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0024",21,0.209538,0,1,0,1,0,1,0,1,1,1,0,1,0
"gen17_0025",18,0.201896,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0026",18,0.204243,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0027",18,0.201028,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0028",20,0.201038,0,1,0,0,1,0,1,1,1,1,0,1,0
"gen17_0029",20,0.200153,1,0,0,1,1,1,1,1,1,1,0,1,0
"gen17_0030",19,0.200372,0,1,0,0,1,1,1,1,1,1,1,1,0
"gen17_0031",21,0.201876,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0032",21,0.200915,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen17_0033",20,0.2005,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0034",16,0.202132,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen17_0035",21,0.202838,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0036",21,0.207903,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0037",18,0.201141,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen17_0038",18,0.31075,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0039",20,0.207776,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0040",21,0.204565,1,1,0,1,1,1,0,1,1,1,0,1,0
"gen17_0041",21,0.197324,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0042",21,0.204052,0,1,0,1,1,1,1,0,1,1,0,1,0
"gen17_0043",14,0.203152,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen17_0044",21,0.2033,1,1,0,1,1,1,0,1,1,1,0,1,0
"gen17_0045",15,0.203489,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0046",18,0.201631,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0047",21,0.204108,1,1,0,1,1,1,1,0,1,1,0,1,0
"gen17_0048",6,0.20814,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0049",21,0.161308,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0050",21,0.201163,0,1,0,1,0,1,1,1,1,1,0,0,0
"gen17_0051",20,0.201577,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen17_0052",4,0.201508,1,1,0,1,1,1,1,0,1,1,0,1,0
"gen17_0053",24,0.181665,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0054",24,0.166846,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0055",21,0.200074,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen17_0056",18,0.200451,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0057",11,0.204752,1,1,0,1,1,1,1,1,0,1,0,1,1
"gen17_0058",1,0.206212,0,1,0,1,1,1,0,1,1,1,0,1,0
"gen17_0059",16,0.195721,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0060",8,0.458873,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0061",15,0.202614,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0062",15,0.201225,0,0,0,1,1,1,1,1,1,1,0,1,0
"gen17_0063",21,0.19826,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen17_0064",21,0.524931,0,1,0,1,1,1,1,1,1,1,0,1,0
