"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen13_0001",16,0.199314,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0002",9,0.206848,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0003",7,0.201612,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0004",21,0.188699,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0005",18,0.209098,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0006",20,0.18773,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0007",18,0.20869,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0008",17,0.20331,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0009",16,0.201925,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0010",16,0.206541,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0011",12,0.20372,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0012",27,0.205677,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0013",17,0.208444,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0014",14,0.198796,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0015",19,0.187484,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0016",16,0.20699,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0017",12,0.204686,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0018",16,0.205575,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0019",16,0.200694,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0020",18,0.207718,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0021",20,0.188498,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0022",21,0.187931,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0023",6,0.20211,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0024",18,0.202812,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0025",14,0.199101,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0026",14,0.203933,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0027",16,0.202879,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0028",16,0.205587,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0029",14,0.203185,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0030",14,0.199849,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0031",24,0.207956,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0032",21,0.206411,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0033",13,0.207085,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0034",13,0.208207,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0035",17,0.204934,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0036",16,0.204917,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0037",17,0.209063,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0038",18,0.202937,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0039",27,0.206036,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0040",17,0.208085,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0041",16,0.204712,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0042",16,0.203754,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0043",19,0.210868,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0044",19,0.18596,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0045",27,0.198255,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0046",14,0.206218,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0047",28,0.204218,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0048",20,0.190158,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0049",12,0.203528,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0050",16,0.202117,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0051",16,0.208457,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0052",17,0.206977,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0053",13,0.199149,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0054",13,0.203367,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0055",10,0.203154,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0056",15,0.205619,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0057",17,0.206515,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0058",12,0.205649,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0059",13,0.192305,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0060",19,0.199145,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0061",18,0.204532,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0062",17,0.207468,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0063",19,0.189648,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0064",17,0.200007,1,1,0,1,1,1,1,1,1,1,0,1,0
