"Par1","Par2"
6,9
3,9
4,1
15,10
11,6
1,5
5,10
10,14
8,11
13,11
4,11
15,5
1,11
9,4
4,11
9,8
5,11
11,7
14,13
10,2
9,4
6,14
6,9
3,11
1,10
5,9
7,1
14,15
14,15
1,5
15,10
8,15
1,14
12,1
5,16
14,10
2,7
14,16
1,5
4,6
5,8
14,2
11,13
2,5
9,14
16,7
15,2
4,9
