"Par1","Par2"
3,16
14,7
10,16
8,2
2,11
5,12
13,10
8,9
15,4
1,13
5,9
7,6
4,5
13,16
16,10
4,12
9,11
12,1
11,13
6,15
9,1
5,11
5,7
12,2
8,1
1,13
8,16
11,1
16,11
11,3
2,4
15,9
13,2
12,7
2,8
7,10
1,9
11,16
15,4
14,15
14,4
6,14
9,12
3,5
2,3
5,8
4,11
14,3
