"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen1_0028",17,0.179141,0,1,0,1,1,1,1,1,1,1,0,1,0,0.0503354136462064,0.073749476877975,0.0559475230804879,9
"gen1_0030",16,0.323178,0,1,1,1,1,1,1,0,1,1,0,0,0,0.053616388988995,0.0421881848532808,0.0555593068656714,8
"gen1_0055",9,0.492851,0,1,1,1,1,1,1,1,0,1,0,1,1,0.054330225237543,0.041726496443814,0.0521584846685002,10
"gen1_0009",23,0.600186,1,0,1,1,1,1,1,1,1,0,1,0,1,0.0544563628655106,0.034053460233782,0.0542205115165204,10
"gen1_0002",5,0.11014,0,1,1,1,1,0,1,1,0,1,0,1,1,0.0546738730914196,0.043315820178339,0.0537431874903974,9
"gen1_0056",8,0.382218,0,1,1,0,1,0,1,0,1,1,1,1,1,0.0546917833046395,0.0446604351454844,0.0563046637063894,9
"gen1_0047",24,0.144561,1,1,1,1,1,0,1,1,0,1,1,0,1,0.054745143930867,0.0890879262573568,0.054762387607602,10
"gen1_0042",14,0.606123,0,1,0,1,1,0,1,1,1,0,1,1,0,0.0548791130446422,0.0285935394565583,0.0562410351812032,8
"gen1_0025",7,0.633562,1,1,0,0,1,1,1,1,1,0,1,0,1,0.0549005993871503,0.0303866563688251,0.0545959449144801,9
"gen1_0031",21,0.795439,0,1,1,1,1,1,1,1,1,0,1,1,1,0.0556807189790372,0.0311004318722384,0.0546994289730721,11
"gen1_0046",8,0.424071,0,1,0,1,0,1,1,1,1,1,1,1,1,0.055902945076638,0.0440284092694151,0.0516043313541564,10
"gen1_0003",5,0.033016,1,1,1,1,0,0,1,0,1,1,1,1,0,0.0559383925561775,0.056458319698755,0.0534389570937298,9
"gen1_0004",8,0.324365,1,1,0,1,0,1,1,1,1,1,1,1,1,0.0559648250536422,0.0537347838106474,0.051855821489182,11
"gen1_0038",7,0.277163,1,1,0,1,0,1,1,1,1,1,1,0,1,0.0562139704556503,0.0538983207574274,0.052592287201086,10
"gen1_0054",15,0.242215,0,0,0,1,1,1,1,1,0,0,1,1,0,0.0563669905332047,0.0443739816970417,0.0525702060244932,7
"gen1_0063",29,0.173732,1,1,1,1,0,0,1,0,1,1,0,0,0,0.0564255380426986,0.0410673961507793,0.05488209411948,7
"gen1_0039",22,0.13921,1,1,1,1,0,1,1,0,1,1,1,0,0,0.0564365926599439,0.0606386193395653,0.0528983967033373,9
"gen1_0035",7,0.691147,0,0,0,0,1,0,1,1,1,1,1,0,1,0.0566316890001495,0.0247620760936731,0.0532708031193163,7
"gen1_0044",24,0.335671,1,1,0,1,0,1,1,1,1,0,1,0,1,0.0566633193558144,0.0339307687521016,0.0521148321511061,9
"gen1_0052",13,0.856519,1,0,1,1,0,1,1,1,1,1,0,1,0,0.0567041768935864,0.0240419949405197,0.0534634772215068,9
"gen1_0060",24,0.722279,1,1,0,0,1,1,1,1,1,0,1,1,1,0.0567246099458898,0.0329428121715891,0.054773482692906,10
"gen1_0057",22,0.911641,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0567271419194084,0.0228354087978253,0.0527319019845056,12
"gen1_0006",7,0.656888,1,1,0,0,1,1,1,1,0,0,0,1,0,0.0567288719981537,0.022961966651719,0.0543610057742749,7
"gen1_0005",17,0.165402,1,1,1,1,0,1,1,0,1,1,1,0,0,0.0568402462130036,0.0576887974739928,0.0542041930688455,9
"gen1_0007",17,0.691734,1,0,1,1,0,1,1,1,0,1,1,1,0,0.0569109609146578,0.0228042211146786,0.0521371088156806,9
"gen1_0018",12,0.700202,1,1,0,1,1,0,1,1,1,0,1,1,0,0.0569364602610115,0.0295728899714987,0.0561963433099239,9
"gen1_0064",5,0.7574,0,1,0,1,0,1,1,1,1,1,1,1,1,0.0569579445989482,0.0339969549958536,0.0521575378779671,10
"gen1_0008",27,0.141837,1,1,0,1,0,1,1,1,0,1,1,0,1,0.0571121940221852,0.0702853646284467,0.0514556423424328,9
"gen1_0050",16,0.911393,1,1,0,1,0,1,1,1,1,1,1,0,0,0.0575362399598112,0.0175381583508422,0.0529527266689583,9
"gen1_0021",3,0.423521,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0576076382925387,0.0322862785416049,0.0519322565609958,11
"gen1_0036",10,0.310435,0,1,0,1,0,1,1,1,0,0,1,0,1,0.0576430911550683,0.0257330600607998,0.0522595091745793,7
"gen1_0026",7,0.921442,0,0,1,1,0,1,1,1,0,1,0,1,1,0.0576653899589939,0.0191236986735675,0.0524691776412108,8
"gen1_0029",14,0.607153,0,1,1,1,0,1,1,0,1,1,1,1,1,0.0577432931213934,0.0337179049151539,0.0534889133177119,10
"gen1_0010",13,0.764929,0,1,1,1,1,1,1,0,1,1,1,1,1,0.0578944841964234,0.0329082339387907,0.0556238745229701,11
"gen1_0048",26,0.989521,1,0,0,1,0,1,1,1,1,1,1,0,1,0.0579207384739139,0.0165444288892073,0.0530863531194359,9
"gen1_0061",6,0.784356,1,1,1,1,1,1,1,1,0,0,0,0,1,0.0579408164096616,0.0197592073863988,0.0531381245950527,9
"gen1_0011",7,0.898116,0,0,0,1,0,1,1,1,1,1,1,0,1,0.0580391115409704,0.0167514032263864,0.0518506014382212,8
"gen1_0037",8,0.945318,0,0,0,1,0,1,1,1,0,1,1,1,1,0.0581224888538325,0.0180170041453365,0.0520526216153127,8
"gen1_0024",17,0.672035,0,1,1,1,1,1,1,0,1,1,1,0,1,0.0581673568264294,0.0309328882320606,0.0556072418342171,10
"gen1_0013",10,0.103466,0,1,0,0,1,0,1,1,0,0,1,0,1,0.0581855940019614,0.0533140226963088,0.0568361505394188,6
"gen1_0014",23,0.889488,0,0,0,1,1,1,1,1,1,0,1,1,0,0.0584733695741789,0.0191081487702579,0.0531913263824187,8
"gen1_0051",11,0.986504,0,1,0,1,0,1,1,1,0,1,0,0,1,0.0585908804551818,0.0117538543423507,0.052883516456382,7
"gen1_0034",10,0.112494,0,1,0,0,0,1,1,1,1,1,1,0,1,0.0586624975837583,0.0738825223704281,0.054559543973192,8
"gen1_0012",3,0.124211,1,0,0,1,0,1,1,1,1,0,0,0,0,0.0587172600740596,0.0177099916416967,0.0524135244315719,6
"gen1_0053",18,0.750739,0,1,0,0,1,0,1,1,0,0,1,0,1,0.0592235487886225,0.0179421783347826,0.0534248521346136,6
"gen1_0023",24,0.587452,0,1,1,1,1,1,1,0,0,0,1,1,1,0.0592364868377896,0.0336152824488832,0.0538668059965491,9
"gen1_0033",10,0.203264,1,0,0,0,0,0,1,1,0,1,1,1,1,0.0592711631479203,0.0395757002572457,0.0533466895917439,7
"gen1_0016",15,0.986758,0,1,1,1,0,0,1,1,0,0,0,0,1,0.0595544510781911,0.010775322946369,0.053045710232186,6
"gen1_0020",11,0.995696,1,1,1,1,1,0,1,0,1,0,1,1,1,0.059594415290646,0.0214579904196653,0.0564474935307758,10
"gen1_0059",3,0.824097,0,0,0,1,1,1,1,1,0,0,0,1,0,0.0597229335519906,0.0176524463355797,0.0536068750449829,6
"gen1_0040",23,0.52075,0,1,1,1,0,1,1,0,0,0,0,1,1,0.0598768503604684,0.024476217520859,0.0555811982176253,7
"gen1_0041",7,0.906237,0,0,0,0,0,1,1,1,1,1,1,0,1,0.0607305272516489,0.013689865919496,0.0518411661596632,7
"gen1_0062",14,0.827985,1,1,0,0,1,1,1,0,1,0,1,1,1,0.061261699473981,0.0256896708162821,0.0574411841265193,9
"gen1_0027",14,0.600505,1,1,1,0,0,0,1,0,1,1,1,0,0,0.0614809674513639,0.0164463684834167,0.0550478816704998,7
"gen1_0017",18,0.912139,1,0,1,0,1,1,1,1,0,0,0,0,1,0.0615616870141066,0.0152887600814884,0.0569656922019787,7
"gen1_0043",7,0.944147,1,0,1,1,1,0,1,0,1,1,1,1,1,0.0617353507660626,0.0261627091581987,0.0586130104903491,10
"gen1_0015",28,0.494558,0,0,1,1,1,1,1,0,1,0,1,0,1,0.0656566663780153,0.0298892129198418,0.0580168272906388,8
"gen1_0001",14,0.183477,0,0,0,1,1,0,1,0,1,1,1,1,0,0.065685005533167,0.0528165780249361,0.0626171197178891,7
"gen1_0032",15,0.858978,1,0,0,1,1,1,1,0,1,1,0,1,0,0.0659429615276958,0.0179611054058017,0.0629903372178569,8
"gen1_0049",8,0.152125,0,0,1,1,0,1,1,0,1,0,0,0,1,0.0664662041331973,0.0388428220718979,0.0568869889587289,6
"gen1_0019",17,1e-06,1,0,1,1,0,1,1,1,1,1,1,0,1,0.069721818780768,0.297858530053554,0.0646959900084938,10
"gen1_0058",9,0.998132,0,0,0,1,0,0,1,0,1,0,1,0,1,0.0730578544799481,0.00946765861391528,0.0654379119535535,5
"gen1_0045",7,0.79841,1,1,0,1,0,1,0,1,1,1,1,0,1,0.0927347492075578,0.0233648834913901,0.103080530761725,9
"gen1_0022",9,0.515088,1,1,0,0,0,0,0,1,1,1,1,1,0,0.101139042966565,0.0296216040883667,0.111915668875248,7
