"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen18_0001",21,0.202838,1,1,0,1,0,1,1,1,1,1,0,1,0
"gen18_0002",21,0.207903,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0003",21,0.190683,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen18_0004",21,0.209468,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0005",21,0.210682,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0006",21,0.092959,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0007",21,0.19826,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen18_0008",20,0.201589,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0009",21,0.201496,1,1,0,0,1,1,1,1,1,1,0,0,0
"gen18_0010",21,0.200048,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0011",20,0.2005,0,1,0,1,1,1,1,0,1,1,0,1,0
"gen18_0012",18,0.201028,0,1,0,0,1,1,1,1,1,1,0,1,0
"gen18_0013",21,0.205126,1,1,0,1,1,1,0,1,1,1,0,1,0
"gen18_0014",21,0.161308,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0015",18,0.200477,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0016",18,0.201631,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0017",21,0.207072,0,1,0,1,1,1,0,1,1,1,0,1,0
"gen18_0018",20,0.871321,0,1,0,1,1,1,0,1,1,1,0,1,0
"gen18_0019",21,0.200719,0,1,0,1,1,1,1,0,1,1,0,1,0
"gen18_0020",1,0.190992,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen18_0021",21,0.209081,0,1,0,1,0,1,1,1,1,1,0,1,0
"gen18_0022",21,0.359008,1,1,0,1,1,1,0,1,1,1,0,1,0
"gen18_0023",21,0.197121,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0024",21,0.191822,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0025",21,0.202679,0,1,0,1,1,1,1,1,1,0,0,1,0
"gen18_0026",21,0.204323,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen18_0027",20,0.20058,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0028",19,0.198708,0,1,0,1,0,1,1,1,1,1,0,1,0
"gen18_0029",20,0.200991,1,1,0,1,0,1,1,1,1,1,0,1,0
"gen18_0030",21,0.200646,0,1,0,0,1,1,1,0,1,1,0,1,1
"gen18_0031",21,0.207301,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0032",21,0.20065,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0033",21,0.201617,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0034",21,0.198139,1,1,1,0,1,0,1,1,1,1,0,1,0
"gen18_0035",21,0.204281,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0036",21,0.206683,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0037",18,0.206742,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen18_0038",21,0.202792,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0039",18,0.201962,0,1,0,1,1,1,1,1,1,0,0,1,0
"gen18_0040",21,0.200391,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0041",19,0.20642,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0042",20,0.20196,0,1,0,1,1,0,1,1,1,1,1,1,1
"gen18_0043",21,0.207319,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0044",21,0.204859,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0045",20,0.200972,1,1,0,1,1,0,1,1,0,1,0,1,0
"gen18_0046",13,0.038381,0,1,0,1,1,1,0,1,1,1,0,1,0
"gen18_0047",21,0.19074,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0048",21,0.201819,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0049",20,0.315229,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0050",21,0.202892,1,1,0,1,1,1,0,1,1,1,0,1,0
"gen18_0051",20,0.205231,0,1,0,1,0,1,1,1,1,1,0,1,0
"gen18_0052",19,0.864149,0,1,0,1,1,1,1,1,0,1,0,1,0
"gen18_0053",21,0.201176,0,1,0,1,1,1,1,0,1,1,0,1,0
"gen18_0054",20,0.200461,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0055",18,0.207458,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen18_0056",21,0.754878,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0057",20,0.20631,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0058",21,0.204747,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen18_0059",19,0.197147,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0060",20,0.164638,0,1,0,0,1,1,1,1,1,1,0,1,0
"gen18_0061",20,0.201183,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0062",21,0.201193,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen18_0063",21,0.201899,0,1,0,1,1,1,0,1,1,1,0,1,0
"gen18_0064",18,0.201005,0,1,0,1,1,1,1,1,1,1,0,1,0
