"Par1","Par2"
7,4
6,15
7,15
12,8
3,10
16,2
8,15
9,14
1,14
6,14
15,3
6,2
8,11
9,6
2,12
14,12
13,12
16,6
8,3
14,5
8,14
14,2
14,8
11,15
14,10
6,9
2,8
12,10
15,10
2,15
3,13
10,4
4,12
10,11
2,5
3,7
11,5
3,16
1,6
12,13
13,8
5,6
2,13
10,12
1,15
14,2
2,4
9,13
