"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen12_0001",718,8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0002",711,8.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0003",686,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0004",677,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0005",679,8.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0006",663,8.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0007",767,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0008",695,9.8,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen12_0009",729,8.2,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0010",737,8.2,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0011",632,8.9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0012",692,9.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0013",796,8.3,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0014",777,8.6,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen12_0015",655,9,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen12_0016",794,8.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0017",766,8.7,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0018",714,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0019",773,8.6,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen12_0020",771,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0021",796,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0022",735,8.3,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0023",701,8.8,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen12_0024",705,9.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0025",645,8.5,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0026",698,8.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0027",684,9.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0028",687,8.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0029",767,8.3,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0030",766,8.2,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0031",696,9.3,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen12_0032",728,8.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0033",660,8.9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0034",672,9,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen12_0035",715,8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0036",799,8.3,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0037",723,8.5,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0038",685,8.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0039",765,8.7,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0040",665,8.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0041",678,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0042",678,8.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0043",796,8.7,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0044",794,8.3,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0045",747,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0046",784,8.3,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0047",686,9.2,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0048",683,9.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0049",649,8.7,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0050",712,8.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0051",716,7.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0052",694,9.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0053",785,8.7,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0054",643,8.5,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0055",654,8.9,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen12_0056",664,8.9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0057",726,8.2,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0058",721,8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0059",648,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0060",663,8.7,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0061",771,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0062",675,8.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0063",712,9.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0064",691,8.3,1,1,0,1,1,1,1,1,1,1,0,0,1
