"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen7_0001",663,10.1,1,0,1,1,1,1,1,1,1,1,0,0,1
"gen7_0002",801,-22.9,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen7_0003",684,-1,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen7_0004",655,9.7,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen7_0005",832,7.4,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen7_0006",762,10.9,0,0,1,1,1,0,0,0,1,1,0,0,1
"gen7_0007",845,8.6,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen7_0008",644,7.8,0,1,0,1,1,1,1,1,1,1,1,0,1
"gen7_0009",670,7.7,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen7_0010",318,10.1,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen7_0011",676,6.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen7_0012",633,9.8,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0013",565,10.6,1,0,0,1,0,1,1,1,1,1,0,0,1
"gen7_0014",662,9.6,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen7_0015",393,10.6,1,1,1,1,1,1,0,1,1,1,0,0,1
"gen7_0016",646,8.2,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0017",639,9.7,0,1,0,1,1,0,1,1,1,0,0,0,1
"gen7_0018",649,9.8,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen7_0019",516,10.7,1,0,1,1,1,0,1,1,1,1,0,0,1
"gen7_0020",695,10.8,0,1,1,1,0,1,1,1,1,1,0,0,1
"gen7_0021",662,8.3,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen7_0022",684,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen7_0023",671,7.6,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen7_0024",654,9.8,1,1,0,0,1,0,1,1,1,1,0,0,0
"gen7_0025",94,-3.2,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen7_0026",639,9.8,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen7_0027",827,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0028",139,8.6,0,1,1,1,1,1,1,1,1,1,0,0,0
"gen7_0029",756,8.5,0,1,1,1,1,1,1,1,0,1,0,0,0
"gen7_0030",676,-18.5,1,0,1,1,1,0,1,1,1,1,0,0,1
"gen7_0031",675,-5.1,1,0,1,1,1,1,1,1,1,1,0,0,1
"gen7_0032",664,23.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen7_0033",660,11.9,0,1,0,1,1,0,0,1,1,1,0,1,1
"gen7_0034",657,9.6,1,1,0,1,1,0,1,1,1,1,0,0,0
"gen7_0035",661,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen7_0036",170,6.4,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0037",656,10,1,1,0,1,1,1,1,1,1,0,0,0,1
"gen7_0038",421,7.9,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen7_0039",304,8.2,0,1,1,1,1,1,1,0,1,0,0,0,1
"gen7_0040",846,9.3,1,1,1,1,1,0,1,1,1,1,0,0,0
"gen7_0041",757,9.5,0,0,1,1,1,1,1,1,1,1,0,0,1
"gen7_0042",651,8.6,0,0,1,1,1,0,1,1,1,1,0,0,0
"gen7_0043",516,10.4,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen7_0044",540,10.3,1,0,1,1,1,1,1,1,1,1,0,0,1
"gen7_0045",601,10,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0046",350,9.9,0,0,1,1,1,0,1,1,1,1,0,0,1
"gen7_0047",290,8.6,0,1,1,1,1,1,1,1,1,1,0,0,0
"gen7_0048",698,20.6,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen7_0049",868,9.8,1,1,1,1,1,1,1,1,1,0,0,0,1
"gen7_0050",542,9.4,1,0,1,1,1,1,1,1,1,1,0,0,1
"gen7_0051",665,9.5,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen7_0052",667,7.8,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen7_0053",651,10.9,0,0,1,1,0,0,1,1,1,1,0,0,1
"gen7_0054",960,-12.8,1,1,1,1,1,0,0,1,1,1,0,0,1
"gen7_0055",828,7.3,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0056",818,8.7,0,1,1,1,1,0,1,1,1,1,1,0,1
"gen7_0057",651,9.9,0,0,0,1,1,1,1,1,1,1,0,0,1
"gen7_0058",656,8,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0059",593,12.7,1,0,1,1,1,1,1,0,1,1,0,0,1
"gen7_0060",648,8.4,1,1,0,1,1,0,1,1,1,0,0,0,1
"gen7_0061",771,7.5,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0062",663,9.7,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0063",475,8,0,1,1,0,1,0,1,1,0,1,0,0,1
"gen7_0064",487,9.9,0,1,1,1,1,1,1,1,1,1,0,0,1
