"Par1","Par2"
6,14
15,8
11,9
6,1
14,3
6,7
10,11
10,5
2,5
12,16
6,16
3,2
8,10
13,6
11,8
5,10
4,6
11,8
6,2
6,7
7,4
3,11
11,14
11,10
9,13
12,4
8,15
8,6
1,11
16,14
15,3
1,15
14,8
13,2
14,16
8,5
9,14
10,7
13,10
6,2
11,3
3,2
11,8
12,16
1,6
10,15
8,7
10,14
