"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen6_0001",26,0.306651,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0002",14,0.268026,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen6_0003",23,0.269446,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen6_0004",17,0.400918,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0005",17,0.451614,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0006",17,0.45832,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0007",16,0.302282,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0008",28,0.328212,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0009",17,0.292091,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen6_0010",26,0.302671,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0011",28,0.329549,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0012",16,0.271957,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen6_0013",17,0.378693,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0014",12,0.279557,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen6_0015",12,0.339487,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0016",14,0.281092,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen6_0017",18,0.324853,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0018",25,0.360491,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0019",28,0.311892,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen6_0020",23,0.285766,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0021",27,0.307962,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0022",27,0.322921,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0023",14,0.323928,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0024",15,0.30765,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen6_0025",12,0.330433,0,1,0,0,1,1,1,1,1,1,1,1,1
"gen6_0026",12,0.288611,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen6_0027",17,0.402605,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0028",26,0.362366,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0029",15,0.449873,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0030",14,0.341228,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0031",20,0.304987,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0032",22,0.273621,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen6_0033",17,0.375834,1,1,0,1,1,0,1,1,1,1,0,1,1
"gen6_0034",17,0.29495,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen6_0035",18,0.265673,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0036",22,0.455387,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen6_0037",16,0.334973,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0038",22,0.307185,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0039",16,0.310587,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen6_0040",15,0.422119,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen6_0041",23,0.374145,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0042",22,0.405681,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0043",29,0.33543,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0044",11,0.333606,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0045",21,0.395122,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0046",24,0.384704,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0047",27,0.329983,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0048",24,0.267675,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen6_0049",16,0.364597,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen6_0050",15,0.295188,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen6_0051",17,0.457494,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0052",17,0.372813,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0053",15,0.266611,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen6_0054",16,0.293506,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen6_0055",23,0.270996,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen6_0056",16,0.270407,1,1,0,0,1,1,1,1,1,0,1,1,1
"gen6_0057",25,0.364102,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0058",20,0.42243,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0059",16,0.37149,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen6_0060",17,0.27916,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0061",16,0.334965,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0062",29,0.37194,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen6_0063",26,0.303619,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen6_0064",19,0.316684,1,1,1,1,1,1,1,1,1,1,0,1,1
