"Par1","Par2"
16,7
2,12
9,14
5,10
10,6
11,2
15,3
8,1
15,8
13,7
8,10
3,11
8,3
15,16
15,1
7,12
1,2
2,10
10,1
14,6
4,12
14,6
16,14
16,14
2,13
14,16
3,16
9,12
16,14
6,16
3,1
3,13
15,10
14,11
4,6
15,5
5,3
14,3
15,4
12,15
1,13
13,12
2,15
13,3
8,12
4,2
5,4
15,10
