"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen7_0001",17,0.27916,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0002",25,0.360491,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0003",15,0.295188,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0004",10,0.334973,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0005",26,0.306651,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0006",14,0.268026,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen7_0007",14,0.323928,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0008",23,0.269446,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen7_0009",16,0.293506,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen7_0010",26,0.448035,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0011",17,0.372813,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0012",17,0.45832,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0013",27,0.329983,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0014",16,0.302282,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0015",28,0.328212,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0016",17,0.292091,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen7_0017",17,0.31131,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0018",27,0.310764,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen7_0019",27,0.313804,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0020",27,0.321059,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0021",18,0.292214,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0022",24,0.332957,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0023",15,0.305702,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen7_0024",15,0.264606,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0025",23,0.349164,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0026",20,0.378031,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0027",16,0.389207,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0028",27,0.337988,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0029",26,0.354617,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0030",27,0.334086,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0031",14,0.303684,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen7_0032",13,0.32338,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0033",15,0.297694,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0034",15,0.31974,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen7_0035",15,0.286232,1,1,1,0,1,0,1,1,1,1,1,1,1
"gen7_0036",16,0.273885,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0037",16,0.426325,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0038",17,0.334277,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0039",19,0.357679,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0040",16,0.337785,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0041",25,0.322071,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0042",18,0.301329,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen7_0043",21,0.291435,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0044",22,0.448691,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen7_0045",14,0.321105,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0046",15,0.298011,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0047",27,0.402998,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0048",15,0.347319,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0049",20,0.310508,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0050",21,0.287501,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen7_0051",15,0.323883,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0052",26,0.330028,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0053",16,0.303917,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0054",17,0.277525,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0055",26,0.358478,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0056",26,0.396208,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0057",15,0.278938,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0058",25,0.295739,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen7_0059",22,0.324719,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0060",19,0.329192,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0061",10,0.321632,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0062",23,0.282787,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen7_0063",14,0.328328,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen7_0064",23,0.265046,1,1,0,1,1,1,1,1,1,1,1,1,1
