"Par1","Par2"
3,14
12,14
6,2
9,3
11,16
11,9
10,3
5,11
13,4
9,16
11,8
5,6
5,12
4,15
11,7
8,12
16,4
16,13
12,15
4,3
15,16
1,7
14,3
10,12
3,5
8,4
9,2
1,6
5,2
1,12
14,8
13,3
10,16
8,14
6,9
12,3
10,16
11,3
9,11
14,4
14,1
15,5
3,6
8,5
15,1
12,6
10,1
8,1
