"Par1","Par2"
7,14
8,5
1,3
7,12
1,15
13,2
4,3
13,9
9,4
12,9
15,2
14,3
4,11
16,2
1,2
14,12
13,12
3,6
5,2
10,11
2,1
16,13
16,2
5,10
7,4
6,15
7,15
12,8
3,10
16,2
8,15
9,14
1,14
6,14
15,3
6,2
8,11
9,6
2,12
14,12
13,12
16,6
8,3
14,5
8,14
14,2
14,8
11,15
