"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen1_0034",14,0.246667,1,1,1,0,1,0,1,1,1,1,1,1,1,0.0539808409672771,0.0913440341917548,0.0523569368154684,11
"gen1_0019",16,0.271446,1,1,0,0,1,1,1,1,1,0,0,1,1,0.0540885475265456,0.0609616654837003,0.0520557942945608,9
"gen1_0033",27,0.327655,0,1,1,1,1,1,1,1,1,1,0,1,1,0.0541504189097083,0.0713035812014281,0.0509491713047365,11
"gen1_0001",15,0.514842,1,1,1,1,1,0,1,1,1,1,1,1,1,0.054227974907279,0.0543574878889329,0.0515996817751481,12
"gen1_0017",12,0.455747,1,1,1,0,1,0,1,1,1,0,1,1,1,0.054722134659401,0.044282994267285,0.053090962643957,10
"gen1_0046",15,0.475955,1,1,0,0,1,0,1,1,1,1,0,1,1,0.0549439938931252,0.045971496073178,0.0524136411857014,9
"gen1_0018",6,0.432234,1,1,0,1,1,1,1,1,1,1,0,0,1,0.0549637145211639,0.0528430736186028,0.0521498204431892,10
"gen1_0028",6,0.504962,0,1,1,1,1,0,1,1,1,1,0,1,0,0.0550812851424357,0.0377084804781348,0.0517764634899095,9
"gen1_0042",15,0.121701,0,1,1,0,1,1,1,0,1,1,1,0,1,0.0551006672206987,0.116189535178711,0.0542506210190314,9
"gen1_0002",3,0.373139,1,1,0,0,1,1,1,1,1,1,0,0,1,0.0555317489845653,0.0276610114663682,0.0500094673882338,9
"gen1_0003",21,0.380773,1,0,1,0,1,1,1,1,0,1,1,0,1,0.0556634520581917,0.0451483601306265,0.0502582250439303,9
"gen1_0004",16,0.314402,0,0,1,1,1,0,1,1,0,1,0,0,0,0.0558330160261495,0.0364019039805702,0.0490275940087374,6
"gen1_0031",18,0.316338,1,1,1,0,1,1,1,1,0,1,0,0,1,0.0558621166659357,0.048896965468007,0.0495204651549225,9
"gen1_0032",19,0.335086,0,0,1,1,1,0,1,1,0,1,0,0,0,0.0559254439526491,0.0317231779989548,0.0495132493463152,6
"gen1_0064",15,0.309944,0,0,1,1,1,1,1,1,0,1,0,0,0,0.0559360598387039,0.0401773579035507,0.0491158046285509,7
"gen1_0056",4,0.712532,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0560753160795861,0.0335533048411679,0.0503541903077872,10
"gen1_0063",12,0.878,1,0,0,1,1,0,1,1,0,1,1,1,0,0.0560893116627831,0.0293400591090016,0.0503238912630939,8
"gen1_0021",28,0.187587,1,1,1,1,0,1,1,1,1,0,0,1,0,0.0561201300608668,0.0619864637813631,0.0500622147890786,9
"gen1_0038",15,0.844812,1,0,1,0,1,1,1,1,0,1,1,1,0,0.0562129907793893,0.0314303122587775,0.0507997765270138,9
"gen1_0006",22,0.131497,1,1,1,1,0,1,1,1,1,0,0,1,1,0.0562206464784104,0.107919920956833,0.0506140299068987,10
"gen1_0039",13,0.311859,1,1,1,1,0,0,1,1,1,0,0,1,1,0.0562867717442223,0.0410285808173509,0.0494908026114246,9
"gen1_0029",26,0.098665,1,0,0,1,0,1,1,1,0,0,1,1,0,0.0564204696359348,0.0750091796581599,0.0499383853992673,7
"gen1_0023",26,0.200393,1,1,1,1,0,0,1,1,0,0,0,1,0,0.0565814898592921,0.0364048285935585,0.049690665003824,7
"gen1_0045",24,0.227114,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0566407642645792,0.0553843836511866,0.0488670404858382,8
