"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen14_0001",21,0.226445,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0002",23,0.199587,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen14_0003",26,0.224729,0,1,1,1,1,1,1,0,1,1,0,1,0
"gen14_0004",26,0.216986,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0005",23,0.233145,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0006",19,0.231537,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0007",23,0.137016,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen14_0008",25,0.22659,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0009",23,0.236709,1,0,1,1,0,1,1,1,1,1,0,1,1
"gen14_0010",22,0.225545,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen14_0011",19,0.229171,1,1,0,1,0,1,1,1,1,1,1,1,1
"gen14_0012",23,0.249057,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen14_0013",20,0.226919,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0014",23,0.286835,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0015",23,0.239114,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0016",21,0.226196,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen14_0017",23,0.930666,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen14_0018",23,0.236199,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0019",25,0.226225,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0020",26,0.225094,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0021",23,0.139173,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0022",23,0.19743,1,1,0,1,0,1,1,0,1,1,1,1,1
"gen14_0023",25,0.233946,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen14_0024",24,0.227492,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0025",11,0.228489,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen14_0026",23,0.232949,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0027",22,0.178877,1,0,0,0,1,1,1,1,1,1,0,1,1
"gen14_0028",23,0.189676,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0029",23,0.217329,1,1,0,1,1,1,1,0,1,1,0,1,1
"gen14_0030",23,0.215403,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen14_0031",21,0.226933,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0032",20,0.395228,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0033",25,0.22497,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0034",25,0.226678,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0035",26,0.208977,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0036",18,0.207596,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0037",23,0.244036,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen14_0038",23,0.24173,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen14_0039",21,0.014622,1,1,1,0,1,1,1,1,1,0,1,1,1
"gen14_0040",20,0.226788,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen14_0041",23,0.2032,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen14_0042",26,0.221116,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen14_0043",2,0.287011,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0044",26,0.224553,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen14_0045",26,0.2178,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0046",20,0.226105,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen14_0047",23,0.239293,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0048",23,0.236891,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0049",22,0.244551,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen14_0050",20,0.271455,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen14_0051",19,0.227071,1,1,1,1,1,1,0,1,1,1,0,1,1
"gen14_0052",20,0.229019,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen14_0053",23,0.220891,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen14_0054",21,0.365307,1,1,0,1,0,1,1,1,1,1,0,1,1
"gen14_0055",23,0.231929,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0056",9,0.230325,0,1,1,1,1,1,1,1,1,0,1,1,0
"gen14_0057",21,0.230443,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen14_0058",22,0.239515,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen14_0059",25,0.225303,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0060",21,0.226345,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen14_0061",21,0.226802,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0062",20,0.226562,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen14_0063",26,0.033963,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen14_0064",27,0.225176,1,1,1,1,1,1,1,1,1,1,1,1,1
