"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen27_0001",26,0.227281,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen27_0002",26,0.228045,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0003",25,0.223358,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0004",26,0.2266,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0005",21,0.221199,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0006",25,0.221545,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0007",25,0.223744,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0008",25,0.223602,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0009",26,0.227651,1,1,1,1,1,1,1,1,0,1,0,0,1
"gen27_0010",25,0.221648,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0011",26,0.226745,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0012",25,0.223169,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen27_0013",26,0.120087,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen27_0014",22,0.222342,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0015",25,0.224768,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0016",24,0.421352,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen27_0017",26,0.223911,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0018",25,0.226909,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0019",25,0.224732,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen27_0020",25,0.223205,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen27_0021",25,0.227661,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0022",26,0.223734,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0023",26,0.224061,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0024",25,0.221492,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen27_0025",25,0.22383,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0026",18,0.222483,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen27_0027",25,0.224045,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen27_0028",26,0.223132,1,1,1,1,1,1,1,1,0,1,1,1,1
"gen27_0029",26,0.222583,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0030",25,0.799275,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0031",26,0.225761,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen27_0032",26,0.695509,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0033",26,0.225549,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0034",26,0.22574,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0035",25,0.223496,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen27_0036",25,0.223464,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0037",25,0.224947,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen27_0038",26,0.046976,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0039",25,0.945819,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen27_0040",6,0.222221,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0041",26,0.225945,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen27_0042",25,0.225568,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen27_0043",24,0.896983,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0044",25,0.222177,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0045",26,0.928269,0,1,1,1,0,1,1,1,1,1,0,1,0
"gen27_0046",25,0.227739,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen27_0047",26,0.223966,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0048",25,0.223644,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0049",25,0.22334,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0050",26,0.8917,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0051",25,0.22359,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0052",25,0.223512,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0053",23,0.223279,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0054",23,0.221664,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0055",25,0.223565,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0056",7,0.223395,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen27_0057",17,0.224055,1,1,1,0,1,1,1,1,1,0,0,1,0
"gen27_0058",25,0.223122,1,1,1,1,0,1,1,1,1,1,1,1,1
"gen27_0059",25,0.224644,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0060",26,0.225703,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0061",25,0.226483,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen27_0062",26,0.221807,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0063",26,0.410368,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen27_0064",26,0.226944,1,1,1,1,1,1,1,1,1,1,0,1,1
