"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen12_0026",26,0.224729,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0545666150116921,0.0642570682647952,0.0600437153873916,12
"gen12_0035",23,0.22687,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0545716979195117,0.0597369483966252,0.059943239312716,11
"gen12_0003",20,0.20821,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546209802873409,0.0549466598304311,0.060645506787876,12
"gen12_0004",19,0.231537,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054662111599903,0.0547452522812909,0.0599793784296671,12
"gen12_0005",22,0.225545,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0547039023096611,0.0572623222552468,0.0615656854693978,12
"gen12_0046",21,0.219584,1,1,1,1,1,1,1,1,1,1,0,1,1,0.05474190666787,0.0602569894619809,0.0597698232565229,12
"gen12_0006",21,0.197356,1,1,1,1,1,1,1,1,1,1,1,1,0,0.054752841507988,0.0600562157658772,0.0602961965670703,12
"gen12_0009",19,0.229171,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0547822546122018,0.064278042698728,0.0600382327784447,12
"gen12_0008",24,0.237038,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0547858314511204,0.0603141286066531,0.0608767491311437,12
"gen12_0021",23,0.183107,1,1,0,1,1,1,1,1,1,1,1,1,0,0.054796144453501,0.0636836455102096,0.0605383964973803,11
"gen12_0011",24,0.24306,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0548253082863206,0.0583304870875169,0.0607868658111872,12
"gen12_0042",25,0.236465,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0548312818818086,0.0488879764398904,0.0602746201364161,10
"gen12_0052",23,0.249057,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054844197495045,0.0615714075909066,0.0597151564673382,12
"gen12_0050",20,0.226919,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0548442740376299,0.0552299660608568,0.0597959925896008,12
"gen12_0013",22,0.224797,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0548443177634697,0.0503761648791971,0.0605376546917973,11
"gen12_0060",23,0.243039,1,1,1,1,1,1,1,1,1,1,1,1,1,0.054855527828081,0.0650805854017918,0.0605232378638748,13
"gen12_0059",21,0.243317,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0548883675831588,0.0540721117176104,0.059794397726603,12
"gen12_0030",23,0.230285,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0549082958001587,0.0492660710624085,0.0609560740161656,11
"gen12_0023",23,0.209711,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0549233866494458,0.0627225498466443,0.0609114304663689,12
"gen12_0027",23,0.228244,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0549457594818223,0.0722479454868872,0.0608125901543315,13
"gen12_0037",24,0.238552,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0549489883452057,0.0568614080375396,0.0608443021755527,12
"gen12_0025",21,0.224734,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0549579284518469,0.0486392839933048,0.0602742066573776,11
"gen12_0017",20,0.225537,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0549894682349027,0.0554970009189931,0.0598224754329526,12
"gen12_0039",23,0.231254,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0550470792538812,0.0438115192980684,0.0601845841795745,10
"gen12_0055",14,0.222864,1,1,0,1,1,1,1,1,1,1,0,1,1,0.055050967718018,0.0402663088605753,0.0598114080117881,11
"gen12_0057",19,0.236246,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0550570421889895,0.044174337348802,0.0597930245504106,11
"gen12_0049",19,0.212828,1,1,1,1,1,1,1,1,1,1,0,1,1,0.055114838333765,0.0549867068390409,0.0596613388392704,12
"gen12_0048",22,0.225507,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0551220842484962,0.055396955271457,0.0612108226596864,11
"gen12_0044",22,0.24131,1,1,0,1,1,1,1,1,1,1,0,1,1,0.055130937773186,0.0516067104411716,0.0594442023525815,11
"gen12_0024",23,0.236535,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0551336226170987,0.0575588269581491,0.0593687180400784,12
"gen12_0063",23,0.232873,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0551402999800321,0.0525778289278658,0.0609278787998983,11
"gen12_0018",20,0.2283,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0551600742889525,0.059822418309435,0.0599822831324434,12
"gen12_0029",22,0.241575,1,1,0,1,1,1,1,1,1,1,1,1,0,0.055220290245015,0.0540146185589952,0.0608283909618334,11
"gen12_0054",22,0.226332,1,1,1,1,1,1,1,0,1,1,0,1,0,0.0552419009157107,0.0423880881226457,0.0603967296838488,10
