"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen15_0064",21,0.226744,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054332154227747,0.0559493464318321,0.0598046052776723,12
"gen15_0002",25,0.226225,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0544797304991051,0.058614894370139,0.0597987325229096,12
"gen15_0024",26,0.226973,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0545426816982353,0.0625042817282082,0.060051239840507,12
"gen15_0003",26,0.208977,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0545440033997996,0.0670383338900576,0.0600266663670052,12
"gen15_0063",21,0.226503,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054557987191312,0.0556882720832746,0.059798887438074,12
"gen15_0048",25,0.218529,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0545661865898912,0.0636512052377276,0.0597731811090655,12
"gen15_0050",23,0.273716,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546152615788939,0.0534016439589204,0.0599454300727824,12
"gen15_0043",25,0.233587,1,1,1,1,1,1,1,1,1,1,1,1,0,0.054616542112846,0.0608168817109199,0.0602464617083119,12
"gen15_0009",25,0.226678,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546276291990897,0.0626522359775344,0.0601082720182335,12
"gen15_0018",23,0.231159,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054644729315016,0.0581818813155551,0.0593103447430013,12
"gen15_0047",26,0.223427,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546530431512647,0.0630302617590447,0.059990016168821,12
"gen15_0012",22,0.239515,1,1,1,1,1,1,1,1,1,1,1,1,0,0.05467062105755,0.0533003766585661,0.0606563332372425,12
"gen15_0016",25,0.22659,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546911721895304,0.060859173286064,0.0598738399757102,12
"gen15_0032",22,0.225619,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0547228988899352,0.05781811567987,0.0595227636858354,12
"gen15_0049",25,0.14366,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0547860231160445,0.0799587928769617,0.0604062121619955,11
