"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen13_0001",26,0.224729,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0002",23,0.22687,1,1,0,1,0,1,1,1,0,1,0,1,1
"gen13_0003",20,0.20821,1,1,1,1,1,1,0,1,1,1,0,1,1
"gen13_0004",19,0.231537,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0005",22,0.225545,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen13_0006",21,0.219584,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0007",21,0.197356,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen13_0008",19,0.229171,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen13_0009",24,0.237038,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0010",23,0.183107,1,1,0,1,0,1,1,1,1,1,1,1,0
"gen13_0011",24,0.24306,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen13_0012",25,0.236465,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0013",23,0.249057,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0014",20,0.226919,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0015",22,0.224797,1,1,1,1,1,1,1,0,1,1,0,1,0
"gen13_0016",23,0.243039,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0017",24,0.225009,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0018",25,0.22659,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0019",26,0.216986,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0020",22,0.215953,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0021",25,0.224923,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0022",23,0.225351,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen13_0023",25,0.236827,1,0,1,1,1,1,1,0,1,1,0,1,0
"gen13_0024",23,0.248695,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen13_0025",14,0.341732,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen13_0026",22,0.228906,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0027",20,0.223327,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0028",20,0.211802,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen13_0029",22,0.235491,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0030",20,0.245103,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0031",23,0.237763,1,1,1,1,0,1,1,1,1,0,0,1,1
"gen13_0032",25,0.247759,1,0,1,1,1,1,1,1,1,1,0,1,0
"gen13_0033",23,0.137016,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen13_0034",22,0.24411,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen13_0035",4,0.236806,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen13_0036",22,0.225029,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen13_0037",23,0.286835,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0038",14,0.224811,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen13_0039",21,0.408908,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0040",21,0.226196,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen13_0041",24,0.217165,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0042",24,0.202407,1,0,1,1,1,1,0,1,1,1,1,1,0
"gen13_0043",21,0.226445,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0044",20,0.229889,1,1,1,1,0,1,1,1,1,1,0,1,0
"gen13_0045",21,0.22915,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen13_0046",20,0.224818,1,1,0,1,1,1,1,1,0,1,0,1,0
"gen13_0047",21,0.188619,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen13_0048",23,0.191844,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0049",19,0.229799,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen13_0050",19,0.230909,1,1,0,0,0,1,1,1,1,1,1,1,1
"gen13_0051",23,0.236709,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0052",26,0.237077,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen13_0053",22,0.335623,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen13_0054",22,0.211029,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen13_0055",19,0.226104,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen13_0056",24,0.243875,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0057",23,0.233145,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen13_0058",20,0.236813,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0059",21,0.227464,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0060",22,0.242494,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen13_0061",22,0.209065,1,1,0,0,1,1,1,0,1,1,1,1,0
"gen13_0062",23,0.199587,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen13_0063",20,0.972483,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen13_0064",21,0.225862,1,0,0,1,1,1,1,1,1,1,1,1,1
