"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen7_0012",21,0.210691,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054626187139911,0.057656859432021,0.0597398400415658,12
"gen7_0020",20,0.171253,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0546533330350781,0.057719604697163,0.0611877901420663,11
"gen7_0019",20,0.25091,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0547696524397705,0.04598232806278,0.0601076912586988,10
"gen7_0018",23,0.249157,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0547940791661483,0.0551317390472831,0.0597805184276005,12
"gen7_0057",19,0.191306,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0548835566492199,0.0650330070788567,0.060367900572066,13
"gen7_0003",21,0.327388,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0549017263869809,0.0458054982377821,0.060308742334334,12
"gen7_0032",19,0.232811,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0549532709177703,0.0498152624409347,0.0594427986750309,11
"gen7_0060",21,0.301602,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0549811878645896,0.0443703346692234,0.0609026696649154,12
"gen7_0061",20,0.226529,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0549906980565115,0.0618822138886448,0.0602737121699578,12
"gen7_0046",16,0.367191,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0550052519133197,0.0384514066702488,0.0594512657040367,12
"gen7_0036",20,0.128841,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0550306776178241,0.0629941291841303,0.061158044455683,11
"gen7_0033",15,0.272067,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0550500922286216,0.040912721296709,0.0591857772916233,12
"gen7_0031",21,0.272718,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0550741549203153,0.0499090448709696,0.0604189431565003,11
"gen7_0047",20,0.231222,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0550758614151222,0.0561001353249185,0.0600997870075307,11
"gen7_0006",19,0.294838,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0550828921849919,0.0476468357411871,0.0610320168197105,11
"gen7_0007",17,0.238021,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0551006892239504,0.0479840071545501,0.0612447522322959,11
"gen7_0008",15,0.383584,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0551052451578923,0.0352247554499649,0.0597097722186435,12
"gen7_0050",20,0.290431,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0551158532586147,0.0583193007899182,0.0591987671500596,13
"gen7_0009",23,0.537639,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0551279499195515,0.0339033234378541,0.0592056041790822,13
"gen7_0053",16,0.392351,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0551530957594031,0.0354628787677849,0.0596513336760684,12
"gen7_0064",11,0.222204,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0551569768184179,0.0349194481543591,0.0594234148586094,12
"gen7_0028",20,0.307703,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0551613275291754,0.0421282461102615,0.0603128355553233,11
"gen7_0027",20,0.314523,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0551624758870732,0.0429118996450399,0.0605914572013444,12
"gen7_0013",14,0.352029,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0551675718542967,0.042223871813016,0.0594786910546705,12
"gen7_0014",20,0.222951,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0551758063033228,0.0677035462995606,0.0597125963536391,13
"gen7_0015",20,0.163744,1,1,1,1,1,1,1,0,1,1,1,1,0,0.0551825116081168,0.0584448797948566,0.0596707424933016,11
"gen7_0011",19,0.393662,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0551977575110183,0.0357921604442049,0.0590124400022301,12
"gen7_0059",19,0.320624,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0552779373637926,0.0401384582288004,0.0605437419661974,11
"gen7_0043",20,0.18035,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0553109000840934,0.0691482598722626,0.0608723061686527,13
"gen7_0042",18,0.334681,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553115043288114,0.0408309169315127,0.0604579845900894,11
"gen7_0048",19,0.218491,0,1,0,1,1,1,1,1,1,1,1,1,0,0.0553161046706532,0.0480738057230688,0.0607766085850915,10
"gen7_0052",19,0.220318,1,1,1,1,1,1,1,0,1,0,1,1,0,0.0554820203877754,0.0416067288004934,0.0611683173579996,10
"gen7_0022",14,0.226561,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0554868433449858,0.0350737188720237,0.0608562972765539,10
