"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen2_0001",20,0.394663,0,0,1,1,1,1,1,1,1,0,1,1,0
"gen2_0002",23,0.214171,0,1,1,1,1,0,1,0,0,1,0,1,0
"gen2_0003",21,0.953927,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen2_0004",27,0.184623,1,0,0,1,1,1,1,1,0,1,1,0,1
"gen2_0005",21,0.284178,1,1,0,1,1,1,1,1,0,1,1,1,1
"gen2_0006",11,0.511656,0,0,1,1,1,0,0,1,1,1,1,1,0
"gen2_0007",12,0.84404,1,1,0,1,1,1,1,1,1,0,1,0,1
"gen2_0008",23,0.511214,0,0,1,1,1,0,1,1,1,0,1,1,0
"gen2_0009",21,0.986296,1,1,1,1,1,1,1,0,1,1,0,1,0
"gen2_0010",12,0.551017,1,0,1,1,1,1,1,1,0,1,1,0,1
"gen2_0011",13,0.657522,1,1,1,1,1,0,1,0,0,0,1,1,1
"gen2_0012",6,0.981374,1,1,0,1,1,1,0,1,1,0,1,1,1
"gen2_0013",29,0.192854,0,1,1,1,1,1,1,0,0,1,0,0,1
"gen2_0014",12,0.937975,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen2_0015",11,0.188155,1,1,0,0,1,1,1,1,0,0,0,0,1
"gen2_0016",13,0.777628,1,1,1,1,1,1,1,1,0,0,1,1,1
"gen2_0017",2,0.20332,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen2_0018",21,0.405514,1,0,1,1,1,1,1,0,0,0,0,1,0
"gen2_0019",11,0.38308,1,0,1,1,1,1,1,1,0,0,0,0,1
"gen2_0020",14,0.356092,1,1,0,0,1,1,1,1,0,1,1,0,1
"gen2_0021",6,0.946357,1,1,0,1,1,1,1,1,1,0,0,0,1
"gen2_0022",11,0.223172,1,1,0,0,1,1,1,1,0,0,1,0,1
"gen2_0023",23,0.925374,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen2_0024",16,0.572136,1,0,1,1,1,1,1,0,1,0,0,1,1
"gen2_0025",12,0.981528,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen2_0026",12,0.937821,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen2_0027",18,0.587336,1,1,1,1,1,0,1,0,0,1,0,1,1
"gen2_0028",18,0.404463,1,1,1,1,1,0,1,1,0,0,1,1,0
"gen2_0029",15,0.184141,0,0,1,1,1,1,1,1,1,0,1,0,1
"gen2_0030",17,0.680416,0,1,0,1,1,1,1,1,1,0,1,1,0
"gen2_0031",13,0.800585,1,0,0,1,1,1,1,1,0,0,1,1,1
"gen2_0032",21,0.143601,1,1,1,1,1,0,1,1,0,1,1,1,1
"gen2_0033",11,0.18564,0,1,1,1,1,0,1,1,1,0,0,1,0
"gen2_0034",23,0.513729,1,0,0,0,1,1,1,1,0,0,1,1,1
"gen2_0035",11,0.809675,0,0,0,1,1,0,1,1,1,0,1,0,0
"gen2_0036",12,0.546021,0,1,0,1,1,1,1,1,1,1,1,0,1
"gen2_0037",28,0.771054,1,0,0,0,1,1,1,1,0,1,1,0,1
"gen2_0038",12,0.717938,1,1,0,1,0,1,1,1,1,1,1,1,0
"gen2_0039",24,0.136932,1,1,0,1,1,1,1,1,0,1,1,0,1
"gen2_0040",15,0.569755,1,0,1,1,1,1,1,1,0,1,1,1,1
"gen2_0041",14,0.551596,0,0,1,1,1,1,1,1,0,0,1,1,0
"gen2_0042",21,0.686413,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen2_0043",23,0.537125,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen2_0044",28,0.18826,1,1,1,1,1,0,1,0,0,1,1,1,0
"gen2_0045",17,0.656876,0,0,0,0,1,1,1,1,0,0,0,1,1
"gen2_0046",15,0.485206,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen2_0047",26,0.47861,1,0,0,1,1,1,1,0,0,0,1,0,1
"gen2_0048",15,0.524138,0,1,1,1,1,1,1,1,0,1,0,0,1
"gen2_0049",12,0.908978,1,1,0,0,1,1,1,1,1,0,1,0,0
"gen2_0050",12,0.57127,1,1,0,1,1,1,1,0,1,1,1,1,1
"gen2_0051",13,0.867118,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen2_0052",12,0.848485,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen2_0053",15,0.968747,1,0,0,1,1,1,1,1,1,1,1,1,0
"gen2_0054",16,0.496836,0,0,1,1,1,0,1,1,1,1,1,1,1
"gen2_0055",16,0.839808,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen2_0056",16,0.658144,1,0,1,1,1,0,1,0,1,1,0,1,1
"gen2_0057",11,0.206254,1,1,0,0,1,1,1,1,0,0,0,0,1
"gen2_0058",6,0.963275,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen2_0059",19,0.922419,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen2_0060",14,0.875548,1,1,0,1,1,1,1,1,1,0,1,0,1
"gen2_0061",21,0.96599,0,0,0,1,1,0,1,1,0,0,1,1,0
"gen2_0062",23,0.499151,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen2_0063",20,0.501387,1,0,1,1,1,1,1,1,0,1,1,0,1
"gen2_0064",13,0.659301,1,1,0,1,1,1,0,1,0,1,1,1,1
