"Par1","Par2"
13,12
7,4
6,3
15,9
10,9
12,7
14,6
9,12
16,13
7,6
14,1
16,6
2,12
11,9
7,3
16,14
3,13
8,15
13,12
6,4
6,16
16,15
3,15
3,11
12,14
8,3
14,6
3,2
15,10
6,5
5,4
13,11
14,5
2,8
8,5
3,7
16,3
4,1
1,8
1,4
5,9
16,5
15,14
11,5
13,7
11,6
5,4
7,1
