"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen31_0001",26,0.226944,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen31_0002",25,0.224109,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen31_0003",25,0.223873,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen31_0004",25,0.225856,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0005",26,0.228181,1,1,0,1,1,1,1,1,0,1,0,1,1
"gen31_0006",26,0.927088,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0007",26,0.228147,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen31_0008",26,0.226101,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen31_0009",25,0.224128,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0010",25,0.226018,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0011",25,0.662012,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen31_0012",25,0.223797,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen31_0013",25,0.222855,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0014",26,0.223622,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0015",25,0.696988,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen31_0016",25,0.227119,1,1,0,1,1,1,0,0,1,1,0,1,1
"gen31_0017",25,0.22605,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0018",26,0.223848,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0019",3,0.227076,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen31_0020",25,0.223806,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0021",26,0.227923,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0022",25,0.224055,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen31_0023",25,0.223163,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0024",25,0.223565,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen31_0025",26,0.227904,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0026",26,0.223899,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0027",25,0.226862,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen31_0028",25,0.224195,1,0,1,1,1,1,1,1,1,1,0,1,0
"gen31_0029",26,0.224722,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0030",25,0.227553,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0031",26,0.226067,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0032",21,0.226077,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0033",25,0.227919,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0034",26,0.227347,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0035",25,0.832396,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0036",25,0.99582,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen31_0037",26,0.224749,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen31_0038",26,0.225817,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen31_0039",25,0.224061,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0040",25,0.223845,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen31_0041",25,0.22391,1,1,1,1,1,1,0,1,0,1,0,1,0
"gen31_0042",25,0.224072,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0043",26,0.226942,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0044",5,0.226103,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0045",26,0.223609,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0046",25,0.22622,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen31_0047",26,0.224525,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen31_0048",25,0.22756,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen31_0049",25,0.223791,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0050",25,0.224115,1,1,1,1,1,1,1,0,1,1,0,1,1
"gen31_0051",26,0.228175,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0052",26,0.228153,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen31_0053",25,0.222696,1,0,1,1,1,0,1,1,1,1,0,1,0
"gen31_0054",25,0.226015,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0055",25,0.227098,1,1,1,1,1,1,0,1,1,1,0,1,1
"gen31_0056",26,0.226965,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen31_0057",25,0.543313,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen31_0058",10,0.226808,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen31_0059",26,0.226717,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen31_0060",26,0.226358,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0061",26,0.226147,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen31_0062",26,0.228135,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen31_0063",26,0.226038,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen31_0064",25,0.262912,1,1,1,0,1,1,1,1,1,0,0,1,1
