"Par1","Par2"
11,1
11,15
11,6
9,2
13,5
9,15
4,11
9,1
1,14
15,5
11,9
1,4
13,5
15,5
6,12
4,12
3,12
4,16
3,7
5,13
2,16
7,4
5,16
14,12
3,15
10,16
14,1
13,12
13,15
14,13
15,12
3,4
14,9
12,2
8,13
13,14
14,7
9,13
9,4
12,7
10,7
13,11
5,9
9,3
2,11
2,12
4,12
10,2
