"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen12_0001",21,0.224666,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen12_0002",26,0.246209,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0003",20,0.20821,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0004",19,0.231537,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0005",22,0.225545,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen12_0006",21,0.197356,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen12_0007",22,0.009898,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0008",24,0.237038,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen12_0009",19,0.229171,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen12_0010",24,0.226943,1,1,1,1,0,0,1,1,1,1,1,1,1
"gen12_0011",24,0.24306,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen12_0012",23,0.246315,1,1,0,1,1,1,1,0,1,1,0,1,0
"gen12_0013",22,0.224797,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0014",20,0.249318,1,1,1,1,1,1,1,1,0,1,0,0,1
"gen12_0015",18,0.185255,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen12_0016",19,0.229919,1,1,0,1,1,1,0,1,0,1,1,1,1
"gen12_0017",20,0.225537,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0018",20,0.2283,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen12_0019",25,0.215242,1,1,0,1,1,1,1,1,1,1,1,0,0
"gen12_0020",20,0.211285,1,1,1,1,0,1,1,1,1,1,0,1,0
"gen12_0021",23,0.183107,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen12_0022",18,0.248463,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen12_0023",23,0.209711,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0024",23,0.236535,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen12_0025",21,0.224734,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0026",26,0.224729,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0027",23,0.228244,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0028",13,0.223026,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen12_0029",22,0.241575,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen12_0030",23,0.230285,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0031",23,0.246474,1,1,1,1,1,1,1,0,1,1,0,1,0
"gen12_0032",24,0.242901,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen12_0033",19,0.418763,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0034",26,0.228513,1,1,1,1,0,1,1,1,1,1,1,1,1
"gen12_0035",23,0.22687,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0036",22,0.919048,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0037",24,0.238552,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen12_0038",21,0.201864,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen12_0039",23,0.231254,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0040",22,0.239858,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen12_0041",20,0.339544,1,1,1,1,1,1,0,1,1,1,0,1,1
"gen12_0042",25,0.236465,1,0,1,1,1,1,1,1,1,1,0,1,0
"gen12_0043",20,0.234924,1,1,0,1,1,1,1,0,1,1,1,1,0
"gen12_0044",22,0.24131,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0045",10,0.202438,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen12_0046",21,0.219584,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0047",21,0.224704,1,1,1,0,1,0,1,1,1,1,0,1,0
"gen12_0048",22,0.225507,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen12_0049",19,0.212828,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0050",20,0.226919,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0051",20,0.246576,1,1,0,1,0,1,1,1,1,1,0,1,0
"gen12_0052",23,0.249057,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0053",22,0.207673,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen12_0054",22,0.226332,1,1,1,1,1,1,1,0,1,1,0,1,0
"gen12_0055",14,0.222864,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0056",20,0.214517,1,1,1,0,1,1,1,1,0,1,1,1,1
"gen12_0057",19,0.236246,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0058",23,0.241606,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen12_0059",21,0.243317,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0060",23,0.243039,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0061",20,0.229338,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen12_0062",21,0.225378,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen12_0063",23,0.232873,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0064",20,0.241724,1,0,1,1,1,1,1,1,1,1,1,1,1
