"NAMES","Mean.Train.MAE","Mean.Train.RMSE","Mean.Train.MAPE","Mean.Train.MBE","Mean.Valid.MAE","Mean.Valid.RMSE","Mean.Valid.MAPE","Mean.Valid.MBE","Mean.Test.MAE","Mean.Test.RMSE","Mean.Test.MAPE","Mean.Test.MBE","Mean.Size.Model","Mean.Num.Features","Sd.Train.MAE","Sd.Train.RMSE","Sd.Train.MAPE","Sd.Train.MBE","Sd.Valid.MAE","Sd.Valid.RMSE","Sd.Valid.MAPE","Sd.Valid.MBE","Sd.Test.MAE","Sd.Test.RMSE","Sd.Test.MAPE","Sd.Test.MBE","Sd.Size.Model","Sd.Num.Features"
"gen15_0001",0.0558288748526227,0.0784256263984718,Inf,1.68900602045246e-06,0.056958058569243,0.0800301715738898,Inf,-3.34696296223708e-05,0.0593291799455622,0.0799898758502766,17.7719672210565,0.0100216565473533,0.0193048447503244,11,0.000428032531216194,0.000572321806938594,NA,5.47008821128884e-06,0.00302693042560202,0.0047450586583492,NA,0.00506380264791455,NA,NA,NA,NA,NA,NA
"gen15_0002",0.0510472193832119,0.0721653037425077,Inf,7.79871892086551e-06,0.0544797304991051,0.0775139080791346,Inf,-8.91688175323469e-05,0.0597987325229096,0.0803261968500299,17.3038755749055,0.014100686429349,0.058614894370139,12,0.000484478727782452,0.000563096947932029,NA,1.11379030604489e-05,0.00240202882913833,0.00346432073946528,NA,0.0045261444476686,NA,NA,NA,NA,NA,NA
"gen15_0003",0.0510647914512898,0.0721575159839842,Inf,-2.03518553592052e-06,0.0545440033997996,0.0775611962528321,Inf,-0.000260088150923176,0.0600266663670052,0.0805651264019856,16.8020760722622,0.0127860455295156,0.0670383338900576,12,0.000347165461504954,0.000450957715479765,NA,7.08849031071573e-06,0.00275136119879027,0.00399036431701254,NA,0.00408820654951527,NA,NA,NA,NA,NA,NA
"gen15_0004",0.0513338179999457,0.0724639158232092,Inf,1.01634936326595e-06,0.0548352308880198,0.0778322421948161,Inf,-0.000293694513896209,0.0600977507652727,0.080655013749522,17.2851944736648,0.0129041771751954,0.058010170572397,11,0.000519855332256538,0.000586677131402611,NA,1.12499115248246e-05,0.002674653806595,0.00374384817110996,NA,0.00443829266503703,NA,NA,NA,NA,NA,NA
"gen15_0005",0.051938473310324,0.0733201484094695,Inf,-3.07971953176841e-06,0.0551628162208027,0.0781341326963134,Inf,2.6686954353262e-05,0.0597309891604525,0.0794899561967196,17.4039133666283,0.0129470302772115,0.0563170790722379,11,0.000662543537323484,0.000758213825519884,NA,9.40653236939372e-06,0.00241265402451027,0.00376114032956341,NA,0.00433697033324962,NA,NA,NA,NA,NA,NA
"gen15_0006",0.0520816248716321,0.0737095973260975,Inf,-2.17466006442743e-06,0.0550616435598025,0.0782513542991997,Inf,-7.59341298306738e-05,0.0601933671384018,0.0810631102419825,17.1752014331095,0.013341870959909,0.0461865013733462,10,0.000222105973617075,0.000361108282236409,NA,1.62850635620294e-05,0.00290762993407332,0.00390718720180412,NA,0.00433422744160654,NA,NA,NA,NA,NA,NA
"gen15_0007",0.0544010622706854,0.0759246838343324,Inf,-2.50457138157229e-07,0.0575005038963686,0.0804661887445045,Inf,4.98071769605544e-05,0.0626757516949936,0.0837957810049943,19.644727541489,0.0125214925210238,0.0564451951179817,10,0.00057305649621359,0.000718100617123503,NA,6.71315363682037e-06,0.00227569408858667,0.00334731364815109,NA,0.00431802246087582,NA,NA,NA,NA,NA,NA
"gen15_0008",0.0518216087632047,0.0731391950890457,Inf,-1.40106299198255e-06,0.0552725843196184,0.0782630807799297,Inf,-0.000161887624108748,0.0606269367662419,0.0814374081174724,17.5272100012763,0.0135267090180339,0.0566914683105172,11,0.000415699983258271,0.00065449946774752,NA,6.6412525107946e-06,0.00251486118946287,0.00367546802053673,NA,0.00437577354729984,NA,NA,NA,NA,NA,NA
"gen15_0009",0.0510883538261372,0.0721973917342731,Inf,3.6001521679637e-06,0.0546276291990897,0.0776125755133716,Inf,0.000105715438073685,0.0601082720182335,0.0806727687396694,17.5374547299893,0.0137888348629068,0.0626522359775344,12,0.000397696647802941,0.000521691414491577,NA,6.20556033228048e-06,0.00241152915408849,0.00350052278415883,NA,0.00448422508993753,NA,NA,NA,NA,NA,NA
"gen15_0010",0.0520465214742826,0.0734504949399058,Inf,1.73668711496253e-06,0.0548070000029906,0.0780543129558579,Inf,1.46618026461853e-05,0.059053266454743,0.0792735447872153,16.8388064006732,0.0115528113659994,0.0474996791075456,11,0.00059878230733187,0.000740746543924618,NA,9.40554845449636e-06,0.00256973875538358,0.00394262264844413,NA,0.00475416655860526,NA,NA,NA,NA,NA,NA
"gen15_0011",0.0517073770997,0.072975802100841,Inf,6.01632093947732e-06,0.055006271420749,0.0780591776786939,Inf,-6.37310489912541e-05,0.0594497803877094,0.0799885098347172,17.1486392989839,0.0113276942136347,0.0575353694871444,11,0.000470119015054241,0.000668354657467455,NA,8.89797169128091e-06,0.00281596633273132,0.00378175901874564,NA,0.0040472219592951,NA,NA,NA,NA,NA,NA
"gen15_0012",0.051098778308516,0.0723184585659898,Inf,1.78094831361229e-06,0.05467062105755,0.0776373596851743,Inf,-0.000260279575801193,0.0606563332372425,0.0816623269801967,17.6187043007947,0.0143128274058202,0.0533003766585661,12,0.000552376873136235,0.000793177226092676,NA,1.09699233612583e-05,0.00258605109793595,0.00363850181443682,NA,0.00432389720928465,NA,NA,NA,NA,NA,NA
"gen15_0013",0.0516972458131881,0.0728988463478692,Inf,2.8811580636429e-06,0.0550481899289744,0.0780965689592613,Inf,0.000412612240259596,0.0597810955536597,0.0802513792682965,17.4350787217949,0.0120737515173119,0.0574019335377411,11,0.000599056204587958,0.000694585794131101,NA,1.19766274047449e-05,0.0025232911292516,0.003666621140064,NA,0.00460571180572043,NA,NA,NA,NA,NA,NA
"gen15_0014",0.0516282111713832,0.0730846658588225,Inf,7.18586417133025e-06,0.0550412694880076,0.078336210697135,Inf,-0.00030578034810517,0.0612971321712029,0.0817897041760958,17.347605090488,0.0160712591962567,0.0557284076123476,9,0.000540955461651991,0.00064038147040369,NA,1.06766433952681e-05,0.00248861490003047,0.00355204782039431,NA,0.00469971817727748,NA,NA,NA,NA,NA,NA
"gen15_0015",0.0514950347336986,0.0724875623439125,Inf,-5.74369519066681e-07,0.0556226545180871,0.0787827426077941,Inf,7.41296787010448e-05,0.0596755420347947,0.0799192727997834,17.3563977532362,0.00992185438251303,0.0603556288690595,12,0.000557931469071789,0.000650009666671028,NA,1.09961134136314e-05,0.00272107272808941,0.00387726588725581,NA,0.00505437160622737,NA,NA,NA,NA,NA,NA
"gen15_0016",0.0510770908693753,0.0721871013895213,Inf,2.63575548933314e-06,0.0546911721895304,0.0776587711059261,Inf,0.000107121678196103,0.0598738399757102,0.0805965346962109,17.4836991652787,0.0137334952517741,0.060859173286064,12,0.000363428254958989,0.000506219834386248,NA,5.29534800182361e-06,0.00243621202934236,0.00331178874187847,NA,0.0044742322583449,NA,NA,NA,NA,NA,NA
"gen15_0017",0.0510798597652772,0.0718119133785352,Inf,4.81177833130221e-06,0.0555268642393758,0.0786573120329732,Inf,0.000207614153837061,0.0599773311301417,0.0811188014953801,17.0456266012819,0.0123096997330938,0.0646816876390552,10,0.000261257979195786,0.000299189688120141,NA,1.12432187700966e-05,0.00333660056963047,0.00466055999731933,NA,0.00450937591338029,NA,NA,NA,NA,NA,NA
"gen15_0018",0.0510506958629629,0.0721506684389469,Inf,3.55907869514307e-07,0.054644729315016,0.077713212644015,Inf,0.000254488790189142,0.0593103447430013,0.0794247503526903,17.3459647450613,0.0123407523950787,0.0581818813155551,12,0.000481865226956202,0.000567828032838633,NA,9.63157364229519e-06,0.00245729045450889,0.00368595595975144,NA,0.00420805390690663,NA,NA,NA,NA,NA,NA
"gen15_0019",0.0825460245609897,0.107541534188096,Inf,-7.23104395307349e-07,0.0910196027262353,0.118922215017637,Inf,0.000452440564201841,0.108774976603696,0.141245460855411,29.9229029359778,0.026557914888425,0.0730143983271675,11,0.000617793691688849,0.000753094959547499,NA,8.04255688925056e-06,0.00435440218721978,0.0039248390069603,NA,0.00535496191407903,NA,NA,NA,NA,NA,NA
"gen15_0020",0.0513518551985664,0.072496846742051,Inf,2.83626745576649e-06,0.0548725447931594,0.0776026394654662,Inf,0.000249632592668468,0.0597331669331027,0.0805020519912794,17.0252701486494,0.0123986844560943,0.0535472044925184,12,0.000587400898249733,0.000668202962210802,NA,6.76565615331824e-06,0.00258906068580266,0.00382007901689951,NA,0.00445672363843361,NA,NA,NA,NA,NA,NA
"gen15_0021",0.0547673262104426,0.0770968436471519,Inf,-2.97741570633315e-06,0.0561579541473295,0.0791967478737053,Inf,-0.000290767571043675,0.0597749298661013,0.0802784270052126,17.8296763139089,0.0117073480384584,0.0204646339742346,11,0.000411172917062098,0.000521563205986203,NA,9.11200367812389e-06,0.00294175655171755,0.00446094382961505,NA,0.00483205877122255,NA,NA,NA,NA,NA,NA
