"Par1","Par2"
12,9
12,2
3,11
14,12
5,15
9,6
16,8
13,9
11,16
3,2
15,16
16,15
14,11
13,2
5,13
8,2
2,9
6,16
8,11
16,4
1,8
11,6
6,13
14,6
11,15
13,11
6,3
1,12
8,6
15,13
2,7
3,8
3,11
11,12
12,10
8,3
5,4
2,13
5,10
11,9
8,12
1,14
12,1
9,16
2,16
9,11
4,15
8,6
