"Par1","Par2"
2,1
15,10
12,15
8,9
14,12
16,2
7,1
16,3
15,8
6,7
10,14
10,4
8,10
2,8
3,15
10,13
14,7
14,16
3,6
6,9
12,15
7,3
3,8
5,10
1,14
16,11
4,1
7,2
5,6
7,9
15,10
4,11
11,5
2,12
1,12
14,13
10,11
4,8
7,16
9,1
14,16
14,2
6,11
13,2
9,12
11,1
2,8
4,14
