"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen11_0001",21,0.213666,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen11_0002",26,0.246209,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0003",20,0.20821,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0004",21,0.210503,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen11_0005",22,0.224797,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen11_0006",22,0.222144,1,1,1,1,1,1,0,1,1,1,0,1,1
"gen11_0007",24,0.226943,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0008",20,0.208207,1,1,1,1,1,1,1,0,1,1,1,0,1
"gen11_0009",23,0.246315,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen11_0010",18,0.185255,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0011",19,0.229919,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0012",19,0.284319,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0013",18,0.261573,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen11_0014",19,0.230064,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen11_0015",20,0.214039,1,0,1,1,0,1,1,1,1,1,1,1,1
"gen11_0016",20,0.243257,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen11_0017",22,0.675859,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0018",22,0.236631,1,1,0,1,1,1,1,1,0,1,0,1,0
"gen11_0019",18,0.238687,1,0,1,1,1,1,1,1,1,0,1,1,1
"gen11_0020",20,0.198646,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0021",19,0.234998,1,1,1,0,1,1,1,1,0,1,0,1,1
"gen11_0022",19,0.279385,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen11_0023",21,0.210886,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen11_0024",20,0.21099,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0025",20,0.233162,1,0,0,1,1,1,1,1,1,1,1,1,0
"gen11_0026",24,0.237038,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0027",19,0.207082,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0028",20,0.231189,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen11_0029",22,0.225545,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0030",19,0.229171,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0031",20,0.215415,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen11_0032",19,0.228688,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen11_0033",19,0.231537,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0034",12,0.244591,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0035",20,0.247335,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen11_0036",7,0.280241,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0037",19,0.659519,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen11_0038",25,0.200111,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0039",19,0.218888,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0040",20,0.219238,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0041",22,0.222491,0,0,1,1,1,1,1,1,1,1,0,1,1
"gen11_0042",20,0.213692,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen11_0043",20,0.249318,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0044",19,0.243208,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen11_0045",21,0.197356,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0046",6,0.15002,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen11_0047",27,0.224399,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0048",21,0.214064,0,0,1,1,1,1,1,1,1,1,0,1,0
"gen11_0049",20,0.627275,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen11_0050",21,0.246212,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen11_0051",21,0.077361,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0052",26,0.230893,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen11_0053",20,0.28445,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen11_0054",21,0.224666,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0055",21,0.424033,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen11_0056",22,0.140776,0,0,0,1,1,1,1,1,0,1,0,1,0
"gen11_0057",21,0.219553,1,0,1,1,1,0,1,1,1,1,1,1,1
"gen11_0058",19,0.224177,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0059",20,0.212462,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0060",9,0.209787,1,0,1,1,1,1,0,1,1,1,0,1,1
"gen11_0061",22,0.209208,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen11_0062",22,0.225945,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen11_0063",24,0.24306,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0064",22,0.246406,0,0,1,1,0,1,1,1,1,1,0,1,1
