"Par1","Par2"
1,9
9,6
15,12
8,7
1,13
3,11
5,12
11,12
9,2
7,12
11,6
13,12
4,2
12,16
1,6
5,1
3,4
12,14
7,13
3,9
4,12
8,14
5,9
4,11
3,9
10,13
6,13
5,6
4,8
3,11
2,13
4,7
7,5
11,7
2,11
5,9
2,16
15,10
11,4
14,13
2,13
3,15
9,4
5,14
11,9
2,8
6,8
9,6
