"Par1","Par2"
3,15
1,7
11,5
4,9
9,10
12,13
6,7
1,4
14,6
3,12
15,10
11,8
15,11
10,1
6,15
6,13
11,14
2,3
1,13
11,6
8,11
10,13
14,11
16,6
12,15
7,8
11,4
4,6
8,6
5,7
10,13
10,13
10,16
9,7
8,14
14,1
13,4
14,16
6,8
7,10
6,5
5,16
16,11
6,7
1,13
5,2
13,4
14,13
