"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen13_0043",21,0.226445,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0544637152964603,0.0624476012996558,0.0596764541661344,12
"gen13_0062",23,0.199587,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0545509802260402,0.0657222478472081,0.060987963008387,11
"gen13_0001",26,0.224729,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0545666150116921,0.0674285535237241,0.0600437153873916,12
"gen13_0019",26,0.216986,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0545671768958013,0.0699225277971934,0.0596783534179077,12
"gen13_0057",23,0.233145,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546578673831009,0.0580895381508191,0.0598221440008807,12
"gen13_0004",19,0.231537,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054662111599903,0.05135291144429,0.0599793784296671,12
"gen13_0033",23,0.137016,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0546886162619641,0.0709962620852051,0.0599867765021642,11
"gen13_0018",25,0.22659,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546911721895304,0.0664887160342386,0.0598738399757102,12
"gen13_0051",23,0.236709,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546956967947308,0.0589598875189781,0.0592343545552478,12
"gen13_0005",22,0.225545,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0547039023096611,0.0642430341150093,0.0615656854693978,12
"gen13_0008",19,0.229171,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0547822546122018,0.0585363465031817,0.0600382327784447,12
"gen13_0013",23,0.249057,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054844197495045,0.0535285075511759,0.0597151564673382,12
"gen13_0014",20,0.226919,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0548442740376299,0.0525853090232613,0.0597959925896008,12
"gen13_0037",23,0.286835,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0548501839303845,0.0559950160835734,0.058863236165566,12
