"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen3_0001",15,0.485206,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen3_0002",23,0.499151,1,0,0,1,1,0,1,1,0,1,1,1,0
"gen3_0003",20,0.394663,0,0,1,1,1,1,1,1,1,0,1,1,0
"gen3_0004",19,0.922419,1,0,1,0,1,1,0,1,1,1,1,1,1
"gen3_0005",16,0.839808,0,1,1,0,1,1,1,1,1,1,1,1,0
"gen3_0006",21,0.689875,1,0,0,1,1,1,1,1,1,1,1,0,1
"gen3_0007",24,0.136932,1,1,0,0,1,1,1,1,0,1,1,0,1
"gen3_0008",16,0.496836,0,0,1,1,1,0,1,1,1,1,1,1,1
"gen3_0009",12,0.546021,0,0,0,1,0,1,1,1,1,1,1,0,1
"gen3_0010",15,0.184141,0,0,1,1,1,1,1,1,1,0,1,0,1
"gen3_0011",21,0.953927,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0012",21,0.284178,1,1,0,1,1,1,1,1,0,1,1,1,1
"gen3_0013",12,0.937975,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen3_0014",13,0.867118,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen3_0015",17,0.680416,1,1,0,1,0,1,1,1,1,0,1,1,0
"gen3_0016",12,0.25607,1,1,0,1,0,1,1,1,1,0,1,0,1
"gen3_0017",23,0.795251,1,0,1,1,1,1,0,1,1,1,1,1,0
"gen3_0018",19,0.626319,1,0,1,0,1,1,1,1,1,1,1,1,1
"gen3_0019",20,0.663124,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen3_0020",16,0.508495,1,0,0,1,0,1,1,1,1,1,1,0,1
"gen3_0021",24,0.451994,1,1,1,1,1,1,1,1,0,1,1,0,1
"gen3_0022",19,0.607357,1,0,0,1,1,1,1,1,0,1,1,1,1
"gen3_0023",18,0.496976,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen3_0024",20,0.186316,1,0,1,1,1,1,1,1,1,0,1,0,0
"gen3_0025",15,0.664025,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen3_0026",17,0.501597,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen3_0027",22,0.846999,1,1,0,1,0,1,1,1,0,1,1,0,1
"gen3_0028",21,0.105447,1,0,1,0,1,0,1,1,1,1,1,1,1
"gen3_0029",16,0.778557,1,0,1,0,1,1,1,1,1,1,1,1,0
"gen3_0030",15,0.546457,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen3_0031",16,0.226029,0,0,1,1,1,1,1,1,1,0,1,0,1
"gen3_0032",19,0.352775,0,0,1,1,1,1,1,1,1,0,1,1,1
"gen3_0033",13,0.468741,0,1,0,1,1,1,1,0,1,1,1,1,0
"gen3_0034",19,0.734959,0,0,1,1,1,1,1,1,1,0,1,0,1
"gen3_0035",14,0.854408,0,1,1,1,1,1,1,1,1,0,1,0,1
"gen3_0036",13,0.173773,1,0,0,1,1,1,1,1,1,0,1,0,1
"gen3_0037",20,0.77668,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen3_0038",11,0.932447,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen3_0039",21,0.834288,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0040",19,0.060642,0,0,1,1,1,1,1,1,1,1,1,0,1
"gen3_0041",15,0.382592,0,1,0,1,1,0,1,1,1,1,1,1,1
"gen3_0042",21,0.692315,1,0,0,1,1,1,1,1,0,1,1,1,0
"gen3_0043",30,0.838743,1,0,1,1,1,1,1,1,1,0,1,0,1
"gen3_0044",24,0.504448,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen3_0045",19,0.539297,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen3_0046",23,0.882273,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen3_0047",24,0.42134,1,1,0,1,1,1,1,1,0,1,1,1,1
"gen3_0048",20,0.58271,1,1,0,1,1,1,1,1,1,1,1,0,1
"gen3_0049",12,0.678096,1,1,0,1,1,1,1,1,1,0,1,0,1
"gen3_0050",12,0.711965,0,1,0,1,1,1,1,1,1,1,1,0,1
"gen3_0051",14,0.496999,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen3_0052",21,0.28633,1,0,1,0,1,1,1,1,0,1,1,1,0
"gen3_0053",17,0.80557,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen3_0054",2,0.797265,0,0,0,1,1,1,0,1,1,0,1,1,0
"gen3_0055",19,0.932238,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0056",21,0.944108,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen3_0057",22,0.23146,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen3_0058",17,0.390678,1,1,0,1,1,1,1,1,0,1,1,1,1
"gen3_0059",18,0.13774,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen3_0060",17,0.679608,0,1,0,1,1,1,1,1,0,1,1,0,1
"gen3_0061",12,0.648696,1,1,0,1,1,1,0,1,1,1,1,0,0
"gen3_0062",12,0.8353,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen3_0063",16,0.861143,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen3_0064",12,0.91664,1,1,0,1,1,0,1,1,1,1,1,1,0
