"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen19_0001",25,0.220057,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0543284341116214,0.0645879058949455,0.0600779155182589,12
"gen19_0042",26,0.231492,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0544338576774191,0.0568335653981581,0.059856260558003,12
"gen19_0002",25,0.230423,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0544378957307015,0.0605981191727211,0.060469727547058,12
"gen19_0058",26,0.218043,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054485989887549,0.0596401481708166,0.0594962162265696,12
"gen19_0004",21,0.238562,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0545172190480653,0.0601582672572578,0.0597503049979492,12
"gen19_0052",26,0.212317,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0545807459792925,0.0606163057709804,0.0594025914392942,12
"gen19_0039",28,0.238851,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0545827299973123,0.0538229064534793,0.0605660544544915,12
"gen19_0008",27,0.229768,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546061500806482,0.0666872472365165,0.0601010674506912,12
"gen19_0009",26,0.213695,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054613685582404,0.0655352859022569,0.0598187416046942,12
"gen19_0059",28,0.22706,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546160042280628,0.0654383746843018,0.059310958400734,12
"gen19_0018",27,0.223548,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546306100763787,0.0604307168618147,0.0602893783796278,12
"gen19_0011",25,0.21909,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546334459677481,0.064896764551324,0.0598940998423027,12
"gen19_0045",26,0.219694,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546503430311967,0.0656105248335594,0.0599100191110582,12
"gen19_0015",22,0.239515,1,1,1,1,1,1,1,1,1,1,1,1,0,0.05467062105755,0.0562250382543595,0.0606563332372425,12
"gen19_0017",25,0.226277,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054687709302327,0.0631754700348399,0.0598947852320568,12
"gen19_0044",26,0.236203,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546880096704621,0.0620947957289108,0.0598999562382358,12
"gen19_0027",26,0.21114,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546948403247274,0.0634805905425221,0.0600343968485227,12
"gen19_0046",21,0.23507,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0546993229030059,0.057486732646029,0.0597604805780025,12
"gen19_0055",23,0.223646,1,1,1,1,1,1,1,1,1,1,0,1,1,0.054705887529052,0.0598929290314791,0.0598704060210329,12
"gen19_0014",26,0.206439,1,1,0,1,1,1,1,1,1,1,0,1,1,0.054733385815433,0.0678201666148231,0.0602374938989023,11
"gen19_0040",22,0.220721,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0548067565864367,0.0550547045032835,0.0590710996143662,12
"gen19_0019",18,0.238575,1,1,1,1,1,1,1,1,1,1,1,1,1,0.054938587884217,0.0588255324913223,0.0595010801178298,13
"gen19_0051",24,0.136718,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0549488126985652,0.0680710403830247,0.0604194842421125,11
"gen19_0028",26,0.210419,1,1,1,1,1,1,1,1,1,0,0,1,1,0.0549827473026182,0.053327676118488,0.0600126845789608,11
"gen19_0021",24,0.222055,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0550139257564636,0.0512926364385757,0.0614791565602455,10
"gen19_0054",25,0.217991,1,0,1,1,1,1,1,1,1,1,0,1,1,0.0550210765775334,0.0601919460464239,0.0610240853849175,11
"gen19_0043",25,0.235922,1,1,1,1,1,1,1,1,1,0,0,1,1,0.0550267920564871,0.0469816219736092,0.0597968415273337,11
"gen19_0064",25,0.225926,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0550320578751231,0.0546041343805238,0.0603063996305659,11
"gen19_0012",24,0.218719,1,1,1,1,1,1,1,0,1,1,0,1,1,0.0550560830728502,0.0576998239646493,0.0598351944504047,11
"gen19_0033",25,0.237864,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0550828474502337,0.0717837672150021,0.0597584499736325,13
"gen19_0023",12,0.207852,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0550879980519799,0.0365310236082997,0.0592198538023302,12
"gen19_0060",25,0.208638,1,1,1,1,1,1,1,1,1,1,0,0,1,0.0551049102567795,0.0527748844890856,0.0597507611471442,11
"gen19_0049",25,0.216671,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0551430174198894,0.0516435789979396,0.0601602375441908,11
"gen19_0022",24,0.223899,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0551841024193875,0.0775171628537715,0.0598085634090567,13
"gen19_0005",26,0.236371,1,1,1,1,1,1,1,0,1,1,0,1,1,0.0552154954609831,0.0556397183931026,0.0595073754157309,11
"gen19_0013",24,0.226442,1,1,1,1,1,1,1,1,1,0,0,1,0,0.0552315494522433,0.0409829421560816,0.0597780903211344,10
"gen19_0034",22,0.224499,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0552486766545712,0.0465601314357262,0.0598403032990231,10
"gen19_0016",28,0.227834,1,1,1,1,1,1,1,1,1,1,0,0,1,0.0553126688732765,0.052000954860703,0.0589512717950799,11
"gen19_0050",25,0.223466,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0553269975858562,0.0729796100715485,0.0604836910589664,13
"gen19_0038",25,0.230391,1,1,1,1,1,1,1,0,1,1,1,1,0,0.0553467584523212,0.0545162466361821,0.0605938514515369,11
"gen19_0053",26,0.218268,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0554181367961473,0.0507820236163456,0.0591472233011742,11
"gen19_0020",22,0.237311,1,1,1,1,1,1,1,0,1,1,0,1,0,0.055460620564977,0.0422201656658138,0.0603836675977468,10
"gen19_0029",27,0.226398,1,1,1,1,1,1,1,0,1,1,0,1,1,0.0554920997627249,0.0583607257330796,0.0595236674730922,11
"gen19_0048",21,0.239023,1,1,1,1,1,1,1,0,1,1,1,1,1,0.0555395517911155,0.0595681957411358,0.0609245014031756,12
"gen19_0025",27,0.212796,1,1,1,1,1,1,1,0,1,1,0,1,1,0.0555500916789074,0.0619348058610223,0.0592687291479493,11
"gen19_0010",26,0.216202,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0555850441919703,0.0539735445408514,0.0596559484569341,11
"gen19_0007",26,0.207864,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0556148295846425,0.0521771595093551,0.0596932773094512,11
"gen19_0063",25,0.20838,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0556159232486087,0.056641174334774,0.0593136914621385,11
"gen19_0061",26,0.206455,1,1,1,0,1,1,1,1,1,1,1,1,1,0.055623325209915,0.0669158477681761,0.0603491047051374,12
"gen19_0030",27,0.504015,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0556418243017745,0.0279269413485346,0.0607166164369416,11
"gen19_0006",23,0.032344,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0557584129751094,0.0800650298613919,0.0605679448899601,11
"gen19_0032",12,0.227722,1,1,0,1,1,1,1,1,1,1,0,0,1,0.0557755143323354,0.0326667853509364,0.05970436990881,10
"gen19_0036",23,0.234784,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0558945867312911,0.0472820245894276,0.0593233392585025,11
"gen19_0035",22,0.23022,1,0,1,0,1,1,1,1,1,1,0,1,0,0.0560639289442615,0.0364142058453077,0.0595365531034168,9
"gen19_0056",24,0.2213,1,1,1,1,1,0,1,1,1,1,0,1,1,0.0562815495779617,0.0521293595038565,0.0626402362636271,11
"gen19_0003",25,0.235754,1,1,1,1,0,1,1,1,1,1,0,1,1,0.056533408510711,0.0527103481228459,0.0599051246845827,11
"gen19_0041",25,0.212126,1,1,1,1,1,0,1,1,1,1,0,1,1,0.0565438152758323,0.0580741361030634,0.0624528840682136,11
"gen19_0024",25,0.570261,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0565496169760977,0.0253240969597291,0.0592301825074214,11
