"Par1","Par2"
1,8
5,15
14,15
14,11
9,16
7,9
9,16
5,7
3,15
13,4
2,8
1,15
7,3
5,3
4,10
6,4
13,9
13,7
10,1
6,12
8,11
7,16
2,14
13,7
8,1
6,10
5,7
5,13
2,13
13,5
10,4
3,15
12,7
5,3
4,9
15,9
6,3
13,9
6,16
2,5
15,11
2,4
16,12
6,3
16,15
13,5
1,6
10,5
