"Par1","Par2"
11,9
6,7
14,4
15,16
3,13
12,14
13,10
16,5
8,11
6,15
6,5
1,13
11,16
8,15
14,4
16,1
14,1
9,11
13,16
13,2
11,3
16,2
10,16
2,1
9,5
15,4
12,8
13,4
8,10
10,13
9,5
2,15
16,2
14,1
9,1
11,2
12,16
16,9
14,7
9,10
9,8
13,4
13,4
15,1
12,7
9,11
15,7
13,14
