"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen2_0052",10,1,0,1,0,1,1,1,1,1,1,1,0,0,0.0581912960857074,0.0306621911868527,0.0590838712563069,9
"gen2_0038",14,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0584103193132425,0.046457570076526,0.0584272162912038,11
"gen2_0001",4,1,1,0,1,1,0,1,1,1,1,0,0,0,0.0590530563122905,0.0429611507421203,0.0576791987105534,8
"gen2_0035",9,1,1,1,0,1,1,1,1,1,1,0,0,1,0.059273853419213,0.0245392059372894,0.05500659341539,10
"gen2_0034",2,0,0,1,0,1,1,1,1,1,1,1,0,0,0.0592839216577309,0.0280661323368844,0.0571347971359997,8
"gen2_0003",6,1,0,0,0,1,1,1,1,1,0,1,0,1,0.0594626979359179,0.0406947308326307,0.058566129164325,8
"gen2_0049",3,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0594632770390054,0.029899875343471,0.0584866202204249,11
"gen2_0006",11,1,1,1,1,1,0,1,1,1,1,0,0,1,0.0594802729447559,0.0359690050512989,0.0563846171230817,10
"gen2_0063",16,1,0,0,0,1,1,1,1,1,1,1,1,0,0.0595247287920284,0.0348349939855302,0.0577703884371704,9
"gen2_0020",12,0,0,1,1,0,1,1,1,0,1,1,1,1,0.0595298688177381,0.0482461088010015,0.0560435089176061,9
"gen2_0004",8,0,1,1,1,1,1,1,1,0,0,1,1,1,0.0595426063631791,0.0319507693647668,0.0548605318578808,10
"gen2_0002",12,0,0,1,1,0,0,1,1,0,1,1,1,0,0.0596490547341799,0.0394802148627497,0.0562611811712235,7
"gen2_0041",8,1,0,1,0,1,1,1,1,1,0,0,0,0,0.059651357782675,0.0337886506003534,0.0594941582994933,7
"gen2_0039",6,0,0,1,1,0,1,1,1,1,1,0,0,0,0.059682086068696,0.0195333729657952,0.0561528822204653,7
"gen2_0017",20,0,0,1,1,0,1,1,1,0,1,0,1,1,0.0597480681899035,0.0313782934663255,0.0562984000612346,8
