"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen3_0048",9,1,0,1,0,1,1,1,1,1,1,1,0,1,0.057791415735414,0.0309607900325166,0.0572985198187231,10
"gen3_0001",10,1,0,1,0,1,1,1,1,1,1,1,0,0,0.0581912960857074,0.0333325165856877,0.0590838712563069,9
"gen3_0060",12,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0583517644265199,0.0420119355738219,0.0575906911986949,11
"gen3_0043",13,1,0,1,1,1,0,1,1,1,1,1,0,1,0.0583529611679981,0.0257232672934118,0.056912363815896,10
"gen3_0050",11,1,0,1,1,1,0,1,1,1,1,0,0,1,0.0583817530148688,0.0265818271270786,0.0580844425794418,9
"gen3_0023",5,0,0,1,1,1,1,1,1,1,1,0,0,1,0.0583989693711695,0.033871368835787,0.0563106760710671,9
"gen3_0002",14,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0584103193132425,0.0292415463903116,0.0584272162912038,11
"gen3_0014",6,0,0,1,1,1,1,1,1,1,1,0,0,0,0.058550788657847,0.0289019722060863,0.0576887103340576,8
"gen3_0039",7,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0586538485134841,0.0397003327259216,0.0597457880649086,8
"gen3_0024",9,1,1,1,1,1,0,1,1,1,1,1,1,0,0.0586698942286805,0.0431230649807179,0.058426060106732,11
"gen3_0018",8,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0588005342772527,0.0343518612822118,0.0551573963844747,12
"gen3_0062",14,1,0,1,0,1,1,1,1,1,1,1,0,1,0.0590562985619145,0.0346969629159064,0.057452488060589,10
"gen3_0028",12,1,0,0,0,1,0,1,1,1,1,0,0,0,0.0591200449543157,0.0361213784366656,0.0557942843509384,6
"gen3_0035",21,1,0,1,1,1,1,1,1,1,1,0,1,1,0.0592306955326693,0.0329945709402774,0.0586879025271831,11
"gen3_0004",9,1,1,1,0,1,1,1,1,1,1,0,0,1,0.059273853419213,0.0370173993169179,0.05500659341539,10
"gen3_0051",12,0,0,1,1,0,0,1,1,0,1,1,1,1,0.0593211805272744,0.0584429769906364,0.0559258368750458,8
"gen3_0047",9,1,0,1,0,1,1,1,1,1,0,0,0,1,0.0593418464362699,0.0348454089006863,0.0586993231566825,8
"gen3_0027",8,1,1,0,1,1,1,1,1,1,1,1,0,0,0.0594004204389465,0.0423753277582505,0.055309534240399,10
"gen3_0061",10,0,0,1,1,1,1,1,1,1,1,1,0,0,0.0594105041130113,0.0356353488157922,0.0579399477867777,9
"gen3_0042",5,1,0,1,1,1,1,1,1,1,1,0,0,0,0.0594357186807069,0.0349286024237809,0.057700703941313,9
"gen3_0025",8,0,0,1,1,1,1,1,1,1,0,0,0,0,0.0594385732207108,0.0309541747955776,0.0587996165958835,7
"gen3_0045",6,1,1,0,1,1,1,1,1,1,1,0,0,1,0.059439279129637,0.0360062390943348,0.0541446125667802,10
"gen3_0006",6,1,0,0,0,1,1,1,1,1,0,1,0,1,0.0594626979359179,0.0272382820008881,0.058566129164325,8
"gen3_0007",3,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0594632770390054,0.0329661364069793,0.0584866202204249,11
"gen3_0008",11,1,1,1,1,1,0,1,1,1,1,0,0,1,0.0594802729447559,0.0344606253234433,0.0563846171230817,10
"gen3_0058",10,1,0,1,1,1,0,1,1,1,1,1,0,0,0.0595157933710047,0.0342073116319534,0.0570481555403811,9
"gen3_0009",16,1,0,0,0,1,1,1,1,1,1,1,1,0,0.0595247287920284,0.0396572461201595,0.0577703884371704,9
"gen3_0010",12,0,0,1,1,0,1,1,1,0,1,1,1,1,0.0595298688177381,0.0583065165707428,0.0560435089176061,9
"gen3_0034",10,1,0,1,1,0,1,1,1,1,1,1,1,1,0.0595421270688725,0.0413639690034741,0.0572166101128142,11
"gen3_0030",5,0,0,1,1,1,0,1,1,1,1,0,0,0,0.0595437402392557,0.0412764259407861,0.0594060745112707,7
"gen3_0032",4,1,0,1,1,1,1,1,1,1,1,1,0,0,0.0595956433148257,0.0387762457066797,0.0577007039413138,10
"gen3_0013",8,1,0,1,0,1,1,1,1,1,0,0,0,0,0.059651357782675,0.0291912332340155,0.0594941582994933,7
"gen3_0031",5,0,0,1,1,0,1,1,1,1,1,0,1,0,0.0596895919918355,0.0249231405106158,0.0567585308814846,8
"gen3_0038",12,0,0,1,1,0,1,1,1,1,1,1,1,0,0.0596978221413972,0.0312184614616961,0.0573963009848076,9
"gen3_0021",15,1,0,1,0,1,1,1,1,1,1,1,1,0,0.059755595901266,0.0419541655977971,0.0579331082693524,10
"gen3_0011",8,0,1,0,1,1,1,1,1,0,0,1,1,1,0.059791484337762,0.0535608270318739,0.056451257069083,9
"gen3_0056",14,0,1,1,1,0,0,1,1,1,1,0,1,1,0.0598432093828043,0.0486476582139384,0.0548597177494391,9
