"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen6_0001",9,1,0,1,0,1,1,1,1,1,1,1,0,1,0.057791415735414,0.0417934080943171,0.0572985198187231,10
"gen6_0002",9,1,0,1,0,1,1,1,1,1,1,1,0,1,0.057791415735414,0.0342462685958161,0.0572985198187231,10
"gen6_0003",9,1,0,1,0,1,1,1,1,1,1,1,0,1,0.057791415735414,0.042883327280426,0.0572985198187231,10
"gen6_0017",9,1,0,1,0,1,1,1,1,1,1,1,0,1,0.057791415735414,0.0361211446419637,0.0572985198187231,10
"gen6_0027",9,1,0,1,0,1,1,1,1,1,1,1,0,1,0.057791415735414,0.0398355446228054,0.0572985198187231,10
"gen6_0034",9,1,0,1,0,1,1,1,1,1,1,1,0,1,0.057791415735414,0.0363024580548753,0.0572985198187231,10
"gen6_0004",9,1,0,1,0,1,1,1,1,1,1,0,0,1,0.057791415735414,0.0336728531847746,0.0572985198187233,9
"gen6_0019",9,1,0,1,0,1,1,1,1,1,1,0,0,1,0.057791415735414,0.0346769768726625,0.0572985198187233,9
"gen6_0005",7,0,0,1,1,1,1,1,1,1,1,0,0,1,0.0579786812938604,0.0323610718795065,0.0558697287109135,9
"gen6_0006",9,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0579939285606872,0.0435658078425306,0.0567051885844783,12
"gen6_0058",10,1,0,1,0,1,1,1,1,1,1,1,0,1,0.0580491088247447,0.0299702298835244,0.0586738193578221,10
"gen6_0042",9,1,0,1,1,1,0,1,1,1,1,0,0,1,0.0581076654847848,0.038973946866974,0.0577938084183971,9
"gen6_0008",9,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0581262007850879,0.0483176851343433,0.0573808216822425,11
"gen6_0031",9,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0581262007850879,0.0256169947544768,0.0573808216822425,11
"gen6_0025",11,1,0,1,0,1,1,1,1,1,1,1,0,1,0.0581719265418646,0.0331098393041079,0.0574541959179641,10
"gen6_0010",12,1,0,1,1,1,0,1,1,1,1,0,1,1,0.0582283398686123,0.0475756971720465,0.0590401162965189,10
"gen6_0012",8,1,0,1,1,1,0,1,1,1,1,0,0,1,0.0582838254657566,0.0370142462160532,0.0578955076040495,9
"gen6_0007",10,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0583341697610458,0.0274726099184079,0.0569932780616371,11
"gen6_0045",10,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0583341697610458,0.0393986762726174,0.0569932780616371,11
"gen6_0043",13,1,0,1,1,1,1,1,1,1,1,0,1,1,0.0583456654454814,0.0381068635463895,0.0583219848197525,11
"gen6_0046",12,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0583517644265199,0.0388742024892627,0.0575906911986949,11
"gen6_0009",7,1,0,1,0,1,1,1,1,1,1,1,1,1,0.0583559278263782,0.0461045406005319,0.0578066246523565,11
"gen6_0015",11,1,0,0,1,1,0,1,1,1,1,0,0,1,0.0583769786185032,0.0267017220537804,0.057442317785346,8
"gen6_0023",9,0,0,1,1,1,1,1,1,1,1,1,0,1,0.0584099214291428,0.0463669565360901,0.0566065634671134,10
"gen6_0040",14,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0584103193132425,0.034198900174107,0.0584272162912038,11
"gen6_0061",11,1,0,1,0,1,1,1,1,1,1,1,1,1,0.0584298389194819,0.0349727678477849,0.0580560141495451,11
"gen6_0062",11,1,0,1,1,1,0,1,1,1,1,1,0,1,0.0584701142412726,0.0350299563843471,0.056912363815896,10
"gen6_0047",8,0,0,1,1,1,0,1,1,1,1,0,1,1,0.0585004575984763,0.0466990969187059,0.0582423035772871,9
"gen6_0026",10,1,0,1,1,1,0,1,1,1,1,0,1,1,0.0585342476045797,0.0406084879766972,0.0583625878973783,10
"gen6_0022",9,1,0,1,1,1,1,1,1,1,1,1,0,0,0.0585846800852616,0.0396825839385687,0.0585090016151834,10
"gen6_0064",11,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0586489130372124,0.0465746932574896,0.0575906911986949,11
"gen6_0011",9,1,0,1,1,1,0,1,1,1,1,1,1,0,0.0587379949611757,0.0529927606071234,0.0584615728155328,10
"gen6_0051",10,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0587688722129468,0.0308325095903766,0.0579343637437609,12
"gen6_0016",9,0,0,1,1,0,1,1,1,1,1,0,0,1,0.0588052645684593,0.0363275587145497,0.0551556346178906,8
"gen6_0055",11,1,0,1,1,1,1,1,1,1,1,0,0,1,0.0588313570055553,0.0441940238664592,0.0573808216822436,10
"gen6_0041",12,1,0,1,0,1,1,1,1,1,1,1,1,1,0.0589112312940376,0.0363891463104539,0.0581507502667947,11
"gen6_0013",12,1,0,1,1,1,0,1,1,1,1,1,1,0,0.0589437381423109,0.046811674236195,0.0586737094252447,10
"gen6_0036",7,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0589759584152993,0.0377853789862181,0.0583219848197541,12
"gen6_0056",10,0,0,1,1,1,0,1,1,1,1,0,1,1,0.0589929630982284,0.0328744675525677,0.0577070115447412,9
"gen6_0057",11,1,0,1,0,1,0,1,1,1,1,0,1,1,0.0589931895639489,0.0438357746336387,0.0565076191047438,9
"gen6_0044",10,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0590195355581229,0.055279815387642,0.0563909659204668,12
"gen6_0049",10,1,0,1,0,1,0,1,1,1,1,1,0,1,0.0591395887573084,0.0325061895223904,0.0615662991752947,9
"gen6_0030",12,1,0,1,0,1,1,1,1,1,1,1,0,1,0.0591463251550831,0.0405802555824061,0.0575474451529131,10
"gen6_0038",11,1,1,1,1,1,0,1,1,1,1,0,1,1,0.0591676549099659,0.0564470958229355,0.056677486310056,11
"gen6_0028",9,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0592738534192135,0.0364273055000868,0.0550065934153886,11
"gen6_0018",20,1,0,1,1,1,1,1,1,1,1,1,0,1,0.059293641678152,0.0382788864021887,0.0575899148591802,11
"gen6_0032",9,1,0,1,0,1,0,1,1,1,1,0,1,1,0.0593609736030382,0.0334259095603479,0.0606084053479567,9
"gen6_0020",10,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0594153211597399,0.0309403062677238,0.0552211009520518,11
"gen6_0063",11,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0594432285391472,0.0497691534023632,0.0567051885844783,12
"gen6_0053",9,1,0,1,1,1,0,1,1,1,0,1,1,1,0.0595212299072995,0.0267151931605108,0.057788759412262,10
"gen6_0048",12,1,0,1,1,1,0,1,1,1,0,0,0,1,0.0597125892373612,0.0291665852892605,0.0585507622070069,8
"gen6_0035",9,0,0,0,1,1,0,1,1,1,1,0,0,1,0.0598209957193641,0.0377101033366611,0.0550389044136182,7
