"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen7_0001",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0002",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0003",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0004",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0005",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0006",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0007",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0008",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0009",7,0,0,1,1,1,1,1,1,1,1,0,0,1
"gen7_0010",9,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen7_0011",10,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0012",9,1,0,1,1,1,0,1,1,1,1,0,0,1
"gen7_0013",9,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0014",9,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0015",11,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0016",12,1,0,1,1,1,0,1,1,1,1,0,1,1
"gen7_0017",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0018",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0019",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0020",9,1,0,1,1,1,0,1,1,1,1,0,0,1
"gen7_0021",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0022",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0023",10,1,0,1,1,1,0,1,1,1,1,0,1,1
"gen7_0024",11,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0025",10,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0026",10,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0027",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0028",9,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0029",9,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0030",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0031",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0032",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0033",7,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0034",9,0,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0035",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0036",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0037",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0038",9,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen7_0039",9,1,0,1,0,1,1,1,1,1,1,0,1,1
"gen7_0040",9,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen7_0041",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0042",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0043",11,1,0,1,0,1,1,1,1,1,1,0,1,1
"gen7_0044",12,1,0,1,1,1,0,1,1,1,1,1,0,1
"gen7_0045",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0046",9,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0047",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0048",9,1,0,1,1,1,0,1,1,1,1,1,0,1
"gen7_0049",9,1,0,1,1,1,0,1,1,1,1,0,1,1
"gen7_0050",12,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen7_0051",9,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0052",9,1,0,1,0,1,0,1,1,1,1,0,0,1
"gen7_0053",11,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0054",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0055",9,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0056",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0057",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0058",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen7_0059",9,0,0,1,1,1,1,1,1,1,1,1,0,1
"gen7_0060",7,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen7_0061",10,1,1,1,0,1,1,1,1,1,1,1,0,1
"gen7_0062",10,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen7_0063",9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0064",9,1,0,1,1,1,1,1,1,1,1,1,1,1
