"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen0_038",4,1,1,0,1,1,0,1,1,1,1,0,0,0,0.0590530563122905,0.0319678408503129,0.0576791987105534,8
"gen0_052",2,1,0,0,0,1,1,1,1,1,0,0,0,0,0.0598565537172181,0.0236220035081729,0.0578255593760336,6
"gen0_061",7,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0603014195181497,0.0356406023600005,0.0587184255867853,7
"gen0_050",17,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0605011725785842,0.0408696410369871,0.0571163374606644,11
"gen0_055",13,1,0,1,1,1,1,1,1,0,1,1,0,1,0.0606825077793384,0.0320206849740901,0.056189621391692,10
"gen0_042",22,1,1,0,0,1,1,1,1,1,1,0,1,1,0.0607047862523374,0.0369416730047155,0.0534959774911503,10
"gen0_015",17,0,1,1,1,1,0,1,1,1,1,1,0,0,0.0608603287961442,0.0376044466415335,0.0576491548771394,9
"gen0_057",25,0,0,1,0,1,1,1,1,0,1,0,0,1,0.0611079913201375,0.0255885779625356,0.0576685987501813,7
"gen0_019",15,1,1,1,1,1,0,1,0,1,1,0,0,0,0.0615862222759261,0.0244680130247468,0.0586074119142479,8
"gen0_040",28,1,0,0,0,1,0,1,1,1,1,0,1,0,0.0616882468206653,0.0388312394708209,0.0627198611343141,7
"gen0_036",24,0,1,1,1,1,1,1,0,0,1,1,0,1,0.0619553132929041,0.0221710503610966,0.056401582746142,9
"gen0_041",29,0,1,0,1,0,1,1,1,0,0,1,1,1,0.0619978497781908,0.0269246377562114,0.0575754422770609,8
"gen0_032",22,1,0,0,0,1,1,1,1,1,0,1,0,1,0.0621507283093362,0.0317382121064375,0.0585528652327569,8
"gen0_045",2,1,1,0,1,0,0,1,1,0,1,1,0,0,0.0621775343898143,0.0470001742896491,0.0563429022355625,7
"gen0_051",27,1,1,1,0,0,1,1,1,1,0,0,1,1,0.0627833123495151,0.0315439795817523,0.0524731112587669,9
"gen0_056",8,0,1,0,0,0,1,1,1,0,0,1,1,0,0.0628879086116982,0.0194759251726537,0.055474397730046,6
"gen0_013",14,1,0,1,1,0,1,1,0,0,1,0,1,1,0.0629550757728775,0.0198491558206474,0.0587724382930118,8
"gen0_060",7,1,0,1,0,0,1,1,1,0,1,1,1,0,0.0632541084479746,0.0400078802069344,0.063416099950199,8
"gen0_043",6,0,0,1,0,0,0,1,1,0,1,0,0,0,0.0636190669998493,0.0364108943861551,0.0571953373974212,4
"gen0_011",9,0,1,1,1,1,0,1,0,0,0,1,0,0,0.0640973544239873,0.0290184966364982,0.0569930646317424,6
"gen0_028",8,0,1,1,0,0,0,1,0,0,1,1,0,1,0.0645609239884243,0.0280864057774708,0.0555449000094271,6
"gen0_044",18,1,1,0,1,1,0,1,0,0,1,1,1,0,0.0655922382371028,0.0424907568495572,0.0577164735740845,8
"gen0_022",6,1,0,1,1,0,0,1,0,0,0,1,1,0,0.0657943675099744,0.027829789169971,0.0589985158488545,6
"gen0_024",28,1,0,1,0,1,1,1,0,0,0,0,0,0,0.067382345057151,0.0269890432689103,0.0656246142567663,5
"gen0_016",21,0,1,0,0,0,1,1,0,1,1,1,1,0,0.0685193591115764,0.022887251351494,0.0623956751996907,7
"gen0_039",8,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0689184573566479,0.021064463108662,0.0668044392550666,5
"gen0_033",26,0,0,1,1,0,0,1,0,1,1,1,0,1,0.0705464635070337,0.0253242296326446,0.0632034615102145,7
"gen0_009",4,1,0,0,0,1,1,1,0,0,1,1,1,1,0.070801357303905,0.0414332294176084,0.064965103195323,8
"gen0_007",30,0,1,0,0,1,0,1,0,0,1,0,1,1,0.0714386887200412,0.0155930381541367,0.0689579829252149,6
"gen0_021",13,1,0,0,0,0,0,1,0,1,0,1,1,1,0.0770298141681312,0.0253833048413611,0.0678666548285557,6
"gen0_014",21,1,0,0,0,0,0,1,0,1,0,0,0,1,0.0810402312619727,0.0176124173195558,0.0718737130731029,4
"gen0_048",3,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0864965530840685,0.00967536046471175,0.0752933952765459,3
"gen0_031",24,1,1,0,1,1,1,0,1,1,0,0,1,0,0.0915210542790825,0.0513284101744225,0.0955612752243578,8
"gen0_006",27,0,1,1,0,1,1,0,1,1,1,1,1,0,0.0917686081935759,0.0515689718922449,0.108996929706137,9
"gen0_054",3,1,1,1,0,1,0,0,0,0,1,0,1,1,0.0923695953243158,0.045436134345449,0.107972114200098,7
"gen0_030",12,0,1,1,0,1,1,0,1,1,0,1,0,1,0.0924612402123342,0.0473952682953951,0.107109764843303,8
"gen0_049",15,1,0,1,1,1,0,0,1,1,0,0,0,0,0.0938030034408421,0.01367039462505,0.103880754082478,6
"gen0_062",12,0,1,0,1,1,0,0,0,1,0,1,1,1,0.0952438532396115,0.0479777632335616,0.109388175652962,7
"gen0_037",5,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0954188073080283,0.0488025335097176,0.110733908958528,8
"gen0_017",20,1,1,1,1,0,1,0,1,1,1,0,1,0,0.0959866405772433,0.029761404237674,0.105010704749627,9
"gen0_046",14,1,0,1,1,0,1,0,1,1,1,1,1,1,0.0963250508165641,0.0147937122224934,0.105407415265005,10
"gen0_047",20,1,0,0,1,1,0,0,0,0,1,1,0,1,0.0976984815586245,0.0403069152383762,0.109706275403189,6
