"TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Rad"
0.23144271031595,0.191909060514878,0.373922413793103,0.874312647289867,0.23015873015873,0,0.0125239833401336,0.132586705202312,0.149963689179375,0.128847530422334,0,0,1,0.109386281588448
0.282451465550057,0.211969241056503,0.407327586206897,0.899188269180414,0.142857142857143,0.0602409638554217,0.0148072130540619,0.120664739884393,0.128177196804648,0.186113099498926,1,0,1,0.08014440433213
0.271031594975257,0.261116683383484,0.402658045977012,0.937156323644933,0.236111111111111,0.0240963855421687,0.0172778065652958,0.178468208092486,0.116194625998548,0.162491052254832,1,1,1,0.0700361010830325
0.163684811572136,0.167168171180207,0.294899425287356,0.738151348520555,0.174603174603175,0,0.0258023000238961,0.185332369942197,0.181554103122731,0.0476020042949177,0,0,1,0.232490974729242
0.0643319375713742,0.082246740220662,0.150862068965517,0.697564807541241,0.253968253968254,0.072289156626506,0.0359677239036376,0.238439306358381,0.0751633986928105,0.214745884037223,1,1,1,0.298194945848375
0.205938332698896,0.263122701437646,0.23742816091954,0.503011259492014,0.255952380952381,0,0.0477314926351539,0.346820809248555,0.147421931735657,0.295991410164639,0,1,0,0.312996389891697
0.145793681004949,0.176195252423938,0.201149425287356,0.639827179890024,0.186507936507936,0,0.0519994918428534,0.289378612716763,0.343500363108206,0.290980672870437,0,0,0,0.224909747292419
0.172059383326989,0.207288532263457,0.239583333333333,0.664833726106311,0.220238095238095,0,0.0564375447577872,0.284320809248555,0.285766158315178,0.312813171080888,0,0,0,0.309386281588448
0.136277122192615,0.191909060514878,0.201149425287356,0.78790259230165,0.19047619047619,0,0.0610435284137989,0.30635838150289,0.280682643427742,0.200429491768074,0,0,0,0.284115523465704
0.196041111534069,0.142761618187897,0.261135057471264,0.647289866457188,0.311507936507937,0,0.0658152336997857,0.192919075144509,0.302832244008715,0.274516821760916,0,0,0,0.0743682310469314
0.242481918538257,0.24974924774323,0.301724137931034,0.607227022780833,0.323412698412698,0,0.070750366966519,0.267702312138728,0.18881626724764,0.317108088761632,0,0,0,0.282310469314079
0.182717929196802,0.200601805416249,0.20617816091954,0.821942916993978,0.325396825396825,0,0.0758465517365432,0.310693641618497,0.26397966594045,0.181102362204724,0,0,0,0.276534296028881
0.263037685572897,0.223002340354397,0.366738505747126,0.884786593349044,0.325396825396825,0,0.0811013305161339,0.173410404624277,0.30718954248366,0.262705798138869,0,0,1,0.136462093862816
0.258469737342977,0.258776328986961,0.323275862068966,0.439512961508248,0.251984126984127,0.0120481927710843,0.0865121667076648,0.255780346820809,0.169208424110385,0.357551896921976,1,0,0,0.187364620938628
0.142367719832509,0.215981277164828,0.182112068965517,0.206729510343022,0.26984126984127,0,0.0920764466203607,0.351517341040462,0.25199709513435,0.254831782390837,0,1,0,0.344043321299639
0.201370384468976,0.158141089936476,0.223060344827586,0.506546216286986,0.333333333333333,0,0.0977914815768878,0.247832369942196,0.348220769789397,0.152469577666428,0,0,0,0.10072202166065
