"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen6_0001",924,4.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen6_0002",628,12.6,1,1,0,1,1,1,1,0,1,0,1,1,0
"gen6_0003",837,12,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen6_0004",448,12.4,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen6_0005",557,10.3,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen6_0006",432,2.9,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen6_0007",324,-15.8,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen6_0008",520,12.8,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen6_0009",551,10.2,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen6_0010",469,11.9,1,1,0,1,1,1,1,1,0,1,1,0,1
"gen6_0011",515,9.7,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen6_0012",470,10.4,1,1,0,0,1,1,1,1,1,1,1,0,1
"gen6_0013",342,11.7,1,1,1,1,1,1,0,1,1,0,1,0,1
"gen6_0014",279,12.9,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen6_0015",640,13.8,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen6_0016",236,12.6,1,1,1,1,1,1,0,1,1,0,1,1,0
"gen6_0017",359,-8.1,1,1,0,1,1,1,1,1,1,0,1,0,1
"gen6_0018",453,10.8,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen6_0019",391,13.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen6_0020",381,12.5,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen6_0021",57,12.5,1,1,1,1,1,1,0,1,1,0,0,1,1
"gen6_0022",517,12.3,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen6_0023",550,13.2,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen6_0024",641,10.8,1,1,1,1,1,1,1,0,1,1,1,1,1
"gen6_0025",532,11.4,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen6_0026",488,10.7,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0027",392,11.6,1,1,0,1,1,0,1,1,1,0,1,0,1
"gen6_0028",402,12.2,1,1,0,1,0,1,1,1,1,1,1,0,0
"gen6_0029",323,12.8,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen6_0030",388,12.9,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen6_0031",487,10.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen6_0032",327,10.3,1,1,1,1,1,1,0,1,1,1,1,0,0
"gen6_0033",269,11.7,1,1,1,1,1,1,1,1,1,0,1,0,1
"gen6_0034",309,12.6,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen6_0035",392,-15,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen6_0036",352,12.9,1,1,1,1,1,1,1,0,1,0,0,1,1
"gen6_0037",273,11.7,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen6_0038",280,11.4,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen6_0039",280,12.7,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen6_0040",388,12.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen6_0041",499,12.8,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen6_0042",599,10.2,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen6_0043",126,-9.8,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen6_0044",485,10,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen6_0045",786,12.2,1,1,1,1,1,1,1,1,0,0,1,1,1
"gen6_0046",375,-21.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen6_0047",275,12.6,1,1,1,1,1,1,0,1,1,0,1,1,1
"gen6_0048",240,12.9,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen6_0049",565,11.8,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen6_0050",614,11.9,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen6_0051",526,13.2,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen6_0052",634,10.9,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen6_0053",404,-14.7,1,1,0,1,1,1,1,1,1,1,1,0,1
"gen6_0054",408,10.7,1,1,1,1,1,1,1,1,1,0,1,0,1
"gen6_0055",444,12.6,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen6_0056",436,12.6,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen6_0057",338,12.6,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen6_0058",330,12.8,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen6_0059",324,-0.2,0,1,1,1,1,1,1,1,1,0,1,1,0
"gen6_0060",552,13.1,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen6_0061",771,12.1,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen6_0062",706,13.7,1,1,1,1,0,1,1,1,1,0,0,1,1
"gen6_0063",653,10.6,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen6_0064",699,11.1,1,1,1,1,1,1,1,1,1,1,0,1,1
