"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen9_0042",527,12.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0.05528366743553,0.0552813845089746,0.0603932181625453,12
"gen9_0018",508,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553903385916361,0.0478462462497978,0.0599186519113267,11
"gen9_0058",555,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0554141928565692,0.0482556444594796,0.059733979531739,12
"gen9_0012",487,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0554250925224226,0.0473477661596768,0.060160724920363,12
"gen9_0037",522,12.7,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0554688606980594,0.0565807076060004,0.0607478271664452,12
"gen9_0043",528,12.8,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0555183013099738,0.0582194383951803,0.0606142772070751,12
"gen9_0055",495,12.9,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555190682231633,0.0539969772990195,0.0602829499917449,11
"gen9_0026",497,13.1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0555383002965358,0.0575221663848469,0.0605974407802161,12
"gen9_0063",832,12.5,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0555605786290602,0.04759882415374,0.0611278702212569,10
"gen9_0016",540,10.9,1,0,1,1,1,1,1,1,1,1,1,1,0,0.055568251056715,0.0422912151552932,0.0605599710247116,11
"gen9_0002",526,10.9,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555725757036794,0.0440808148764196,0.0605825317863974,11
"gen9_0051",554,10.9,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0555759839783852,0.0452065534290383,0.059926128751308,12
"gen9_0048",791,11.3,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0555835902984594,0.0473938461517513,0.0604346978374901,11
"gen9_0045",530,11.1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0556019649070401,0.0376833873821304,0.0604697918926867,11
"gen9_0056",512,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0556408746934703,0.0488027304850677,0.060276466292282,12
"gen9_0039",526,12,1,1,1,1,1,1,1,1,1,0,1,1,0,0.055660563454184,0.0436932616932773,0.0611831865981012,11
"gen9_0050",525,10.9,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0556672051143077,0.0353542635703052,0.0588981534987883,11
"gen9_0001",490,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0556686351720281,0.0436473428029523,0.0599785816788668,12
"gen9_0010",508,12.1,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0556707118569892,0.0423734421673002,0.0609405545125961,10
"gen9_0035",550,11.9,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0556762879148606,0.0438231193891178,0.0610055590358896,10
"gen9_0011",592,11,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0557187131641235,0.0354007670944043,0.060149965748378,10
"gen9_0031",553,12.1,1,0,1,1,1,1,1,1,1,0,1,1,0,0.0557564584707977,0.0440932307961177,0.0605705181760864,10
"gen9_0036",559,11.9,1,1,0,1,1,1,1,1,1,1,1,1,0,0.055776140116037,0.0510515613456743,0.059937744063567,11
"gen9_0053",540,12.9,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0557875539953653,0.0606831978082548,0.0609523689361502,12
"gen9_0030",526,10.6,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0557882964150883,0.0374659767177255,0.0605989478095326,11
"gen9_0007",525,10.3,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0557914821789627,0.0351855244135953,0.0606165556646119,11
"gen9_0006",495,11.8,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0557924506628277,0.0401167206770624,0.0611583656776886,10
"gen9_0019",520,12.4,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0557987920247284,0.0435418086643621,0.0603613909930412,10
"gen9_0027",492,11.7,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0557998036718841,0.0374387184189488,0.0592019163136823,11
"gen9_0032",526,12.1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0558017087941932,0.0430894366915441,0.0604424421278537,11
"gen9_0014",527,12.9,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0558037081862624,0.0494769758859885,0.0610525876541993,11
"gen9_0004",553,11,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0558096927605994,0.0393871331547594,0.0603267925098861,11
"gen9_0057",512,11,1,1,1,1,1,1,1,0,1,1,1,1,0,0.055819241899447,0.0450920200131205,0.0606515620887112,11
"gen9_0021",525,10.6,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0558314034341044,0.0340921745830856,0.0600095167578612,10
"gen9_0017",487,12.1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0558359484171359,0.0435180589471415,0.0601308884143898,11
"gen9_0046",542,11.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0559345898498073,0.0658343454201529,0.0602383379251993,13
"gen9_0038",523,12.2,0,1,0,1,1,1,1,1,1,0,1,1,0,0.0559434019370576,0.035538219046065,0.061407184231048,9
"gen9_0034",489,11.7,0,1,1,1,1,1,1,1,1,0,1,1,0,0.0559509737989933,0.0341924635948013,0.0611614585265767,10
"gen9_0005",517,12.8,0,1,0,1,1,1,1,1,1,1,1,1,0,0.0559598972739535,0.048599515131845,0.0612421940868842,10
"gen9_0022",592,10.7,1,1,1,1,1,1,1,0,1,0,1,1,0,0.0559706144068367,0.0356678004339052,0.0607942758762999,10
"gen9_0062",554,10.9,1,1,1,1,1,1,1,0,1,0,1,1,0,0.0559770708793076,0.037063344207872,0.0608245594081975,10
"gen9_0060",540,10.6,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055979729679965,0.0606916727849072,0.0596908333893235,13
"gen9_0047",588,12.9,0,1,0,1,1,1,1,1,1,0,1,1,0,0.0559995968732768,0.041204840296918,0.0617201343112367,9
"gen9_0029",544,10.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0560671372252905,0.0586132041573368,0.0596610363142427,13
"gen9_0041",528,14.9,0,1,1,1,1,1,1,1,1,1,1,1,0,0.056110743543211,0.0678560179943399,0.0623999841918598,11
"gen9_0059",494,11,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0561773120383814,0.0262260489409775,0.0592394711728226,10
"gen9_0013",526,13.2,1,1,1,1,1,1,1,0,1,0,1,1,0,0.0562022259956279,0.0460546720401836,0.0607249085368387,10
"gen9_0028",523,11.9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0562837113692671,0.0646045085991369,0.0605696025659291,13
"gen9_0009",528,12.1,1,1,1,1,1,0,1,1,1,0,1,1,0,0.0565277015203063,0.038508973605527,0.0607207134728934,10
"gen9_0054",927,10.8,1,1,1,1,1,1,1,1,0,0,1,1,0,0.0566169105259875,0.0346407482152429,0.0604930703434269,10
"gen9_0033",493,11.6,1,1,0,0,1,1,1,1,1,1,1,1,0,0.0566568205380779,0.0385226710809142,0.0602771468012237,10
"gen9_0023",496,11.2,1,0,0,1,1,1,1,1,0,1,1,1,0,0.0571928643299444,0.0326554779152743,0.0610554864268047,9
"gen9_0015",544,10.5,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0572615907092653,0.040306766326463,0.0597294443422273,11
"gen9_0044",527,12.2,1,1,1,1,0,1,1,1,1,0,1,1,0,0.057410376078169,0.0363838170917007,0.0604145079815058,10
"gen9_0052",548,4.7,1,1,1,1,1,1,1,1,1,0,1,1,0,0.057694667463752,0.016378239898116,0.0590749582983377,11
"gen9_0061",550,2.7,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0585444948345492,0.013785297846812,0.060378211258863,12
"gen9_0024",762,11.5,1,1,1,1,1,1,0,1,1,0,1,1,0,0.0926444599713261,0.0324822079808611,0.108249142536105,10
"gen9_0064",508,12.1,1,1,0,1,1,0,0,1,1,1,0,1,0,0.0928326834404564,0.0257069672034714,0.110868237597728,8
"gen9_0008",528,12.1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.0972436365212617,0.0360344507435855,0.116329640836292,10
"gen9_0025",80,11.2,1,1,1,1,1,1,0,1,1,0,1,1,0,0.0991455863286408,0.0163927404897474,0.114810471259661,10
"gen9_0003",577,-19.1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.278086643938147,0.000425997391360105,0.268586049192285,12
"gen9_0049",488,-23.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0.503991026118616,1.53077619332912e-05,0.497661323597199,12
"gen9_0040",525,-23.5,1,1,1,1,1,1,1,1,1,0,1,1,0,0.508411382887879,-1.46592455829481e-05,0.500674542494485,11
"gen9_0020",484,-23.9,1,1,1,1,1,1,1,0,1,1,1,1,0,0.517433162711339,3.95842469441477e-05,0.512535603193523,11
