"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen20_0003",929,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0552753476314314,0.0561272019617796,0.0604216464363816,11
"gen20_0004",922,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0552872325787851,0.0578795208325394,0.0602515892749168,11
"gen20_0054",822,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0552876999954606,0.0568154059102359,0.0606749454598044,11
"gen20_0002",799,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553093373719309,0.0541643070716157,0.0606361562529683,12
"gen20_0012",762,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553137618449343,0.0552397098221386,0.06051138417934,11
"gen20_0044",798,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553233560857496,0.0553865938219345,0.0602441830912923,11
"gen20_0060",813,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553294428277121,0.0595695148025785,0.0601429860907122,11
"gen20_0020",766,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553321507576032,0.0542138940275923,0.060140859263069,11
"gen20_0031",928,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553382901808411,0.0553169905432786,0.0603385975814233,11
"gen20_0027",801,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553653009665896,0.055776046999724,0.0603671645184579,12
"gen20_0037",884,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553738792249741,0.058649555467762,0.060287510442136,11
"gen20_0058",748,9.4,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553807858657748,0.042156645244838,0.0597362464629692,12
"gen20_0049",764,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553845469498198,0.0599910078920178,0.0607993369858895,12
"gen20_0033",892,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553893429927177,0.0569023200312446,0.0607877876147798,11
"gen20_0063",881,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553930611164891,0.0558429442931947,0.0603694129079871,11
"gen20_0015",765,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0554067937619529,0.0508304831502945,0.0605292493856009,11
"gen20_0024",913,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0554072299805422,0.0546499843898213,0.0603557869213732,11
"gen20_0045",763,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.05540979989452,0.0578270760175259,0.0603228590940848,11
"gen20_0022",776,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0554177980792054,0.0595297441354446,0.060138391483596,12
"gen20_0023",801,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0554278678475391,0.0552721900102017,0.0603610480406615,11
"gen20_0046",765,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0554533732831878,0.0526847616478956,0.0604166728869123,11
"gen20_0026",747,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0554578564279422,0.0549670805252199,0.0604553275938404,11
