"Par1","Par2"
4,1
11,10
16,6
1,13
3,2
11,15
3,8
4,11
10,13
9,15
3,9
9,16
5,3
16,6
7,3
11,8
7,2
15,7
5,2
11,2
12,9
3,8
9,2
7,2
13,12
2,12
5,12
5,4
16,1
5,16
4,10
4,3
10,12
15,4
6,7
6,10
1,3
13,9
7,11
2,11
13,16
3,2
13,15
12,5
7,2
13,6
14,13
10,13
