"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen20_0001",766,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0002",799,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0003",929,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0004",922,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0005",785,11.4,1,1,0,1,1,1,1,1,1,1,1,0,0
"gen20_0006",760,11.5,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen20_0007",759,11.8,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen20_0008",730,11.7,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen20_0009",769,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0010",762,11.4,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen20_0011",778,21.5,1,1,0,1,1,1,1,0,1,1,1,1,0
"gen20_0012",762,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0013",743,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0014",842,11.5,1,1,0,1,1,1,1,0,1,1,1,1,1
"gen20_0015",765,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0016",755,11.7,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0017",791,11.5,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen20_0018",738,11.5,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen20_0019",742,11.4,1,1,0,1,0,1,1,1,1,1,1,1,0
"gen20_0020",766,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0021",769,12.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0022",776,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0023",801,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0024",913,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0025",751,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0026",747,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0027",801,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0028",760,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0029",769,11.7,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen20_0030",768,16.1,1,1,0,1,1,1,1,0,1,1,1,1,0
"gen20_0031",928,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0032",843,11.4,1,0,0,1,1,0,1,1,1,1,1,1,0
"gen20_0033",892,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0034",484,11.4,1,0,0,1,1,1,1,1,0,1,1,1,0
"gen20_0035",763,11.5,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen20_0036",766,11.6,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen20_0037",884,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0038",887,11.5,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0039",938,11.3,1,1,0,1,1,1,1,1,0,1,1,1,0
"gen20_0040",757,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0041",765,11.7,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen20_0042",731,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0043",839,11.7,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen20_0044",798,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0045",763,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0046",765,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0047",752,11.5,1,1,0,1,1,1,0,1,1,1,1,1,0
"gen20_0048",743,-9.9,0,0,1,1,1,1,1,1,1,1,1,1,0
"gen20_0049",764,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0050",764,11.6,1,1,0,1,0,1,1,1,1,1,1,1,0
"gen20_0051",795,-15.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0052",816,-1.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0053",837,11.6,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen20_0054",822,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0055",732,11.7,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen20_0056",767,11.6,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0057",589,11.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0058",748,9.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0059",931,11.7,1,1,0,1,1,1,1,1,0,1,1,1,0
"gen20_0060",813,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0061",765,11.5,1,1,0,0,1,0,0,1,1,1,1,1,1
"gen20_0062",762,11.5,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen20_0063",881,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0064",817,17.8,1,1,1,1,0,1,1,1,1,1,1,1,0
