"Par1","Par2"
15,13
3,11
15,5
3,2
8,6
5,11
1,15
7,6
9,10
8,15
2,8
15,16
16,3
12,2
7,12
4,7
7,14
10,9
15,2
14,5
1,12
14,1
4,5
6,1
9,10
16,11
2,9
9,12
15,10
5,15
2,9
11,13
4,14
10,1
4,5
2,7
14,6
5,8
3,13
8,12
1,10
4,2
2,6
8,15
13,10
9,14
12,1
8,3
