"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen25_0001",814,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0002",850,11.6,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen25_0003",875,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0004",842,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0005",907,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0006",816,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0007",801,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0008",889,-5.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0009",843,-13.7,1,1,0,1,1,1,1,1,1,1,1,0,0
"gen25_0010",804,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0011",896,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0012",902,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0013",854,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0014",885,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0015",882,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0016",856,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0017",888,-7.8,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0018",809,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0019",862,-13.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0020",894,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0021",404,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0022",945,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0023",81,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0024",855,8.4,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0025",874,11.2,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen25_0026",865,11.5,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen25_0027",826,11.5,0,1,0,1,1,1,1,0,1,1,1,1,0
"gen25_0028",818,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0029",900,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0030",209,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0031",835,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0032",811,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0033",360,11.4,1,1,1,1,1,0,1,0,1,1,1,1,0
"gen25_0034",890,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0035",848,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0036",851,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0037",867,11.5,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen25_0038",885,11.6,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0039",835,11.5,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen25_0040",392,11.5,1,1,0,1,0,1,1,1,1,1,1,1,0
"gen25_0041",904,11.5,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen25_0042",39,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0043",890,12.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0044",816,-5.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0045",212,11.4,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen25_0046",803,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0047",870,11.5,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen25_0048",855,11.4,0,1,0,1,1,1,1,0,1,1,1,1,0
"gen25_0049",243,11,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen25_0050",903,11.3,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen25_0051",860,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0052",886,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0053",887,11.3,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen25_0054",854,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0055",875,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0056",896,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0057",854,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0058",899,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0059",776,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0060",894,11,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen25_0061",843,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen25_0062",846,11.6,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen25_0063",829,11.6,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen25_0064",822,11.5,0,0,1,1,1,1,1,1,1,1,1,1,0
