"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen10_0001",527,12.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0002",508,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0003",555,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0004",487,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0005",522,13.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0006",528,12.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0007",495,2.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0008",497,13.1,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen10_0009",832,12.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0010",540,10.9,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen10_0011",526,10.9,1,1,0,1,1,1,1,1,1,1,1,0,0
"gen10_0012",554,10.9,1,1,1,0,1,1,1,1,0,1,1,1,0
"gen10_0013",791,11.3,1,1,1,0,1,1,1,1,1,0,1,1,0
"gen10_0014",530,11.1,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen10_0015",512,11,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen10_0016",526,12,1,1,1,1,1,1,0,1,1,0,1,1,0
"gen10_0017",500,13,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen10_0018",551,11,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen10_0019",699,12.5,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen10_0020",589,11.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0021",467,12.7,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen10_0022",525,12.8,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0023",526,12.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0024",527,12.2,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen10_0025",796,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0026",482,11.4,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen10_0027",604,-19.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0028",782,12.2,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen10_0029",555,11.4,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen10_0030",526,11.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0031",507,11.6,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen10_0032",527,11.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0033",527,12.6,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen10_0034",725,12.7,1,1,1,1,1,1,1,0,0,1,1,1,0
"gen10_0035",527,12.1,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen10_0036",555,11.6,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen10_0037",527,12.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0038",526,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0039",547,11.1,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen10_0040",878,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0041",495,13,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen10_0042",497,13,1,1,0,1,1,1,0,1,1,1,1,1,0
"gen10_0043",497,11.5,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen10_0044",510,11,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0045",739,11.3,1,1,1,1,1,1,0,1,1,0,1,1,0
"gen10_0046",564,1.3,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen10_0047",523,11.9,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen10_0048",525,11.7,1,1,0,1,1,1,0,1,1,1,1,1,0
"gen10_0049",369,-11.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0050",525,12.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0051",506,19,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0052",519,13,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen10_0053",499,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0054",556,12.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0055",507,13.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0056",512,12.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0057",532,10.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen10_0058",548,10.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0059",515,12.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0060",508,12.8,1,1,0,1,1,1,1,1,1,1,1,0,0
"gen10_0061",511,12.8,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0062",513,12.8,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0063",530,12.8,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen10_0064",547,11,1,1,1,1,1,1,1,1,1,1,1,1,0
