"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen2_0054",516,8.9,0,1,1,1,1,1,1,1,1,0,1,1,1,0.0563910687089339,0.0368695915814168,0.059605805597881,11
"gen2_0042",670,9.6,1,1,1,1,1,1,1,1,0,1,1,1,0,0.0564208917836439,0.036535304733396,0.0600594844530593,11
"gen2_0019",205,13.8,1,1,0,0,1,1,1,1,1,0,1,1,0,0.0570968489027665,0.0276177617984041,0.0601693608020084,9
"gen2_0003",250,22.9,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0572655272700573,0.0457117607611528,0.0623376228216835,11
"gen2_0005",367,17.1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0574162337227578,0.0669133569078564,0.0614182476067532,12
"gen2_0001",176,24.1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.0575424401872342,0.0342168197432526,0.0602228057657389,11
"gen2_0018",253,24.5,1,1,0,1,1,1,1,1,0,0,1,1,1,0.0575552165314878,0.0502542405136204,0.0624669341724958,10
"gen2_0059",270,21.3,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0575688558041081,0.0516601386751528,0.0611880961788869,11
"gen2_0046",207,11.5,0,0,1,1,1,0,1,1,1,0,1,1,1,0.0576820921717313,0.0296491938651391,0.0601946510624692,9
"gen2_0007",367,17.3,1,1,0,1,0,1,1,1,1,1,0,0,1,0.057762715131722,0.046134653387274,0.0605959820005831,9
"gen2_0002",343,17.4,0,1,0,1,1,0,1,1,0,1,1,1,0,0.0579601264765761,0.0476631513505788,0.0619651450717208,8
"gen2_0063",367,21.1,1,1,0,1,1,0,1,1,1,1,1,1,1,0.0580152238386869,0.0694563993689017,0.0628780900196657,11
"gen2_0027",240,11.9,1,1,0,1,1,0,1,1,0,0,1,1,0,0.058046102657809,0.0232717796903815,0.0609450682276217,8
"gen2_0062",683,3.8,1,1,1,1,1,0,1,1,1,0,1,0,1,0.0580963709587942,0.0131795210115387,0.0596195126097759,10
"gen2_0056",411,13.2,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0581829389780296,0.0307085257693264,0.0618395223473058,8
"gen2_0040",379,22.4,1,1,0,1,1,1,1,1,0,1,1,1,1,0.0582838001961412,0.0692379411165369,0.0628823446602141,11
