"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen30_0001",845,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0002",868,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0003",881,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0004",844,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0005",879,11.2,1,1,0,1,1,1,1,1,1,0,1,0,0
"gen30_0006",882,11.1,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen30_0007",776,11,1,1,0,1,1,1,1,0,1,1,1,1,0
"gen30_0008",882,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0009",916,11.4,1,1,1,1,1,1,1,0,1,1,1,1,0
"gen30_0010",847,11.1,1,1,1,1,0,1,1,1,0,1,1,1,0
"gen30_0011",839,11.2,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen30_0012",864,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0013",880,-7.2,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen30_0014",848,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0015",843,11.2,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen30_0016",852,11,1,1,1,1,0,1,1,1,1,0,1,1,0
"gen30_0017",857,11.3,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen30_0018",911,11.1,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen30_0019",866,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0020",866,11.3,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen30_0021",842,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0022",840,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0023",149,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0024",449,11.2,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen30_0025",860,11.1,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen30_0026",860,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0027",859,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0028",866,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0029",877,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0030",873,11.1,1,1,1,1,1,1,1,0,1,1,1,1,0
"gen30_0031",891,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0032",889,11.4,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen30_0033",844,11.2,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen30_0034",845,11.2,1,1,1,1,1,1,1,0,1,0,1,1,0
"gen30_0035",866,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0036",850,11.2,1,1,0,0,1,1,1,1,0,1,1,1,1
"gen30_0037",877,-23.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0038",866,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0039",850,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0040",879,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0041",829,11.3,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen30_0042",863,11.1,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0043",881,11.2,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen30_0044",879,11.2,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen30_0045",871,4.6,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen30_0046",879,-23,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen30_0047",859,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0048",867,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0049",912,11.1,1,1,0,1,1,1,1,0,1,1,1,1,0
"gen30_0050",884,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0051",884,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0052",688,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0053",849,11.3,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen30_0054",859,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0055",909,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0056",889,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0057",844,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0058",867,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen30_0059",849,11.2,1,1,1,1,1,1,1,0,1,1,1,1,0
"gen30_0060",878,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0061",852,11,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen30_0062",847,-16.8,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen30_0063",861,11,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen30_0064",871,11.1,1,1,1,1,1,1,1,0,1,1,1,1,0
