"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen7_0001",699,11.1,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen7_0002",499,-1.1,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0003",526,13.2,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen7_0004",653,10.6,1,1,0,1,1,1,0,1,1,0,1,1,1
"gen7_0005",517,12.3,1,1,1,1,1,1,0,1,1,1,0,1,1
"gen7_0006",532,11.4,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen7_0007",614,11.9,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0008",515,9.7,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen7_0009",837,12,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen7_0010",448,12.4,1,1,1,0,1,1,0,1,1,1,0,1,1
"gen7_0011",599,10.2,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen7_0012",557,10.3,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen7_0013",551,10.2,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0014",520,12.8,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen7_0015",487,10.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen7_0016",488,10.7,1,1,0,1,1,1,1,1,1,1,1,0,1
"gen7_0017",518,10.2,1,1,0,1,0,1,1,1,1,0,1,1,0
"gen7_0018",768,12.3,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0019",521,11.6,1,0,1,1,1,1,1,1,1,1,0,0,1
"gen7_0020",528,12.1,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen7_0021",499,10.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen7_0022",551,12.6,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen7_0023",482,12.6,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen7_0024",453,10.1,1,1,0,1,1,0,1,1,1,1,0,1,1
"gen7_0025",554,10.2,1,1,0,1,1,1,1,1,1,1,1,0,1
"gen7_0026",227,10.3,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen7_0027",530,12.5,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen7_0028",528,12.1,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen7_0029",524,11.7,1,1,1,1,1,1,1,1,1,0,0,0,1
"gen7_0030",845,11.7,1,1,1,1,0,1,1,1,1,1,1,1,1
"gen7_0031",552,11.1,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0032",537,10.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0033",543,11.8,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen7_0034",528,11.2,1,1,1,1,1,1,1,0,1,0,1,1,1
"gen7_0035",585,11.1,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen7_0036",631,12.3,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen7_0037",547,10.3,0,1,0,0,1,1,1,0,1,1,1,1,1
"gen7_0038",569,12.2,0,1,1,1,1,1,1,1,1,0,0,1,1
"gen7_0039",495,11.8,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen7_0040",519,12.1,1,1,1,1,1,0,0,1,1,1,1,1,1
"gen7_0041",522,10.6,0,1,0,1,1,0,1,1,1,1,1,1,1
"gen7_0042",619,10.7,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen7_0043",592,11.5,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen7_0044",578,11.4,1,1,0,1,1,1,1,0,1,1,0,1,1
"gen7_0045",546,10.3,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0046",541,10.6,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0047",553,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen7_0048",599,12.4,0,1,0,1,1,1,1,1,1,0,1,1,0
"gen7_0049",593,10.3,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen7_0050",493,10.2,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen7_0051",499,10.9,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen7_0052",520,10.8,1,1,0,1,1,1,1,1,1,0,1,0,1
"gen7_0053",543,10.1,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen7_0054",571,9.8,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen7_0055",496,10.3,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen7_0056",548,10.3,1,1,0,1,1,1,1,1,0,1,1,1,0
"gen7_0057",649,11.3,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen7_0058",521,0.5,1,0,0,1,1,1,1,1,1,1,1,0,1
"gen7_0059",532,12.8,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen7_0060",526,11.8,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen7_0061",524,12.1,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen7_0062",649,11.3,1,1,0,0,1,1,1,1,1,0,1,1,0
"gen7_0063",544,10.5,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen7_0064",340,12.6,1,1,0,1,1,1,1,1,1,1,0,1,1
