"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen17_0010",775,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0552167476903761,0.0577291337104259,0.0601370721584792,11
"gen17_0036",755,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0552918690386903,0.052032453867493,0.0603441648880662,11
"gen17_0030",763,11.6,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553001676750076,0.0549385609744867,0.0607755889278889,12
"gen17_0007",764,11.7,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553061618989471,0.0580840702890879,0.0606766991386572,12
"gen17_0025",753,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553064969671905,0.0530154280402521,0.0603593236106987,11
"gen17_0014",721,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553265194418482,0.0528809102900916,0.0603149629663236,11
"gen17_0012",799,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553298431770297,0.0518173939723361,0.0607348043128147,11
"gen17_0002",802,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.055344785127462,0.0529341204319469,0.0604365558150184,11
"gen17_0055",762,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0.055356970538123,0.0550958823970212,0.0605586827516585,12
"gen17_0040",747,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553662761072537,0.0542438154244776,0.0608735679406069,12
"gen17_0037",768,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553827142365514,0.055268918571755,0.0606304226273663,11
"gen17_0031",766,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553836835996407,0.0547942557207572,0.0603347698022223,11
"gen17_0038",721,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553892943265982,0.0555179914281441,0.0604616719741835,11
"gen17_0008",755,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553988850328646,0.0556955921538085,0.0606498353230823,11
"gen17_0051",929,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553996627062206,0.0557956378262334,0.0606164203457403,11
"gen17_0050",737,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0554128138142316,0.0538263450556981,0.0602629099227254,11
"gen17_0033",750,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0554132744282505,0.0551912691613633,0.0603086791829235,11
"gen17_0062",720,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0554457290197502,0.0536096307884264,0.0606642633347796,11
"gen17_0009",696,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0,0.05544603496562,0.0548773448019171,0.0605211856754076,12
"gen17_0057",748,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.055453623505668,0.055507438299204,0.0602202679423815,11
"gen17_0043",775,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0,0.055472289956975,0.0546883262935538,0.0600698953872285,11
"gen17_0028",799,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0,0.055480303017168,0.0522470928554397,0.0607099562721022,11
"gen17_0020",765,11.7,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0554821439342946,0.059464226743355,0.0606013220173997,12
"gen17_0041",731,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555071493912135,0.0525566879557804,0.06040626775531,11
"gen17_0006",762,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555074385400724,0.0513504169511943,0.0606676307180399,11
"gen17_0013",801,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555120159917362,0.0524114148984851,0.0605588345306884,11
"gen17_0021",731,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555124785453003,0.0511664170506392,0.0600637375533659,11
"gen17_0049",724,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0555513581767907,0.056307023242727,0.0607282112914334,12
"gen17_0058",747,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555568251466162,0.0540725726728148,0.0603488965292404,11
"gen17_0019",765,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555689980204846,0.0537266046519018,0.060483119097275,11
"gen17_0063",761,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555862470303881,0.0557864463456407,0.0602725453465115,11
"gen17_0022",721,11.4,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0556024939169688,0.0460472295315993,0.0601962827216403,11
"gen17_0011",740,11.3,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0556200382437175,0.0437493357659949,0.0604032553300396,11
"gen17_0042",723,11.7,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0556396558381517,0.0559567334933993,0.0605416081167561,11
"gen17_0059",784,11.8,1,1,0,1,1,1,1,1,1,1,1,0,0,0.0556471016076993,0.042609787567866,0.0593126022204643,10
"gen17_0044",766,11.6,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0556580599929858,0.0481201515948747,0.0614988669593754,11
"gen17_0004",714,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0556705663278386,0.0531511206782372,0.0601470071163028,11
"gen17_0045",721,11.5,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0557051349455334,0.0428464901697622,0.0605936346932021,10
"gen17_0052",719,11.5,1,1,0,1,1,1,1,1,1,1,0,1,0,0.055784007197025,0.0418082983416681,0.0613560534770803,10
"gen17_0001",766,11.5,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0557938540085254,0.0409398535148218,0.0613873013326334,10
"gen17_0035",628,11.5,1,1,0,1,1,1,1,1,1,1,1,0,0,0.0558407735329863,0.0390695167570609,0.0593629087328071,10
"gen17_0029",763,11.6,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0558661394275263,0.0443099727994415,0.0592583318404176,11
"gen17_0039",748,11.8,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0558831318980187,0.0747954988290283,0.0605196840980163,12
"gen17_0046",755,11.7,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0560006056052106,0.076797622750862,0.0608133436222605,12
"gen17_0032",714,11.6,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0561337131748256,0.0716048610790104,0.0600589787445082,12
"gen17_0023",695,11.7,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0561432686757818,0.0485754476325133,0.0614125963815498,10
"gen17_0026",718,11.8,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0562854799268825,0.0650198166395064,0.0608566945114112,11
"gen17_0003",718,11.5,1,1,0,1,1,1,1,1,0,1,1,1,0,0.0564788164604848,0.0459544482820306,0.0604629385997838,10
"gen17_0005",712,11.4,1,1,0,1,1,1,1,1,0,1,1,1,0,0.0565268223130592,0.0429324424656373,0.060251080875818,10
"gen17_0024",715,11.5,1,1,0,0,1,1,1,1,1,1,1,1,0,0.056533744959224,0.0414406673370161,0.0599873023810637,10
"gen17_0064",772,6.5,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0565771488346631,0.0253400498355662,0.0585155301575142,11
