"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen8_0027",490,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0554691453019062,0.0476382994170558,0.0605631220088186,12
"gen8_0049",526,10.9,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0555151467179231,0.0450480325574243,0.0601894167557144,12
"gen8_0037",577,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0555383128137696,0.049171702351621,0.0602013470848834,12
"gen8_0006",553,11,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0555720008656796,0.0396664437470838,0.060519250353433,11
"gen8_0030",517,12.8,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0555937093094832,0.0538628052028652,0.0609972106253877,11
"gen8_0016",495,11.8,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0556064132282141,0.0393168276868122,0.060560532813051,10
"gen8_0045",525,10.3,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0556067509726758,0.0341267245941129,0.0598608952422474,11
"gen8_0033",528,12.1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0556295610780757,0.051479173122803,0.0603263104966921,12
"gen8_0012",528,12.1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0556656331769415,0.0436820857351865,0.0606268422843414,11
"gen8_0048",508,12.1,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0556712252057689,0.0404201162056354,0.0608840073592419,10
"gen8_0056",592,11,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0556754765366375,0.0353017528211396,0.0606618968981069,10
"gen8_0064",487,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0557341789839635,0.0474090655512684,0.060113017928713,12
"gen8_0010",526,13.2,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0557679755670545,0.0498906708022515,0.0609986779964113,11
"gen8_0032",527,12.9,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0557716189486763,0.047398502783609,0.061260416139235,11
"gen8_0005",544,10.5,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0557722561660975,0.0498393414219618,0.0599370350653483,12
"gen8_0011",499,10.9,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0557774997052633,0.0427523499147807,0.0603948284609706,11
"gen8_0015",592,11.5,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0557788468444307,0.0577440189722865,0.0603552063833237,12
"gen8_0058",512,11.7,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0557956494302901,0.0416013097868916,0.0608987048318634,11
"gen8_0051",649,11.6,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0557971563312817,0.056606383516895,0.0604863169243742,12
"gen8_0008",487,10.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0558032118250017,0.0404699642705417,0.0601653899587559,11
"gen8_0022",526,12.6,1,1,1,1,1,1,1,1,1,1,0,1,1,0.055823874326493,0.0594193058445959,0.0607783467565996,12
"gen8_0009",649,11.3,1,1,1,1,1,1,1,1,1,0,0,1,1,0.055835153628098,0.0443739894129496,0.0610631444878373,11
"gen8_0014",593,10.3,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0558411276627907,0.0340329349646851,0.0605532650885244,10
"gen8_0038",514,10.9,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0558458008387867,0.0504911444561539,0.0594347147548304,12
"gen8_0059",566,11.5,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0558627400720182,0.0580754412505333,0.0597392296472795,12
