"Par1","Par2"
8,14
5,6
13,2
10,15
12,13
3,6
9,6
6,12
14,13
5,1
11,5
3,16
4,16
5,4
16,11
2,4
11,15
15,6
11,8
15,12
5,4
3,6
4,14
14,12
4,9
15,14
4,1
3,5
13,12
4,2
2,11
12,14
13,14
11,4
2,4
16,10
2,16
10,13
15,6
9,3
4,8
14,1
2,5
7,1
7,1
11,14
3,11
4,7
