"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen29_0004",845,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0551998583567628,0.0571531168039162,0.0602680215792576,12
"gen29_0061",868,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0552015473862264,0.0545570251589702,0.0606598325474109,11
"gen29_0059",881,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0552394363058504,0.0541365424399817,0.0609666416494408,11
"gen29_0031",844,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0552582263213593,0.0572036477520832,0.0606752642813139,12
"gen29_0048",879,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0,0.055261987309461,0.0549610632437797,0.0604205009719197,11
"gen29_0063",882,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0552666379955808,0.0567159437315458,0.0602598369831357,12
"gen29_0044",776,11,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553033518808989,0.0475160178389698,0.0604891598433961,11
"gen29_0002",882,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553273611341935,0.0556751077998226,0.0601381915504965,11
"gen29_0012",916,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553557666777405,0.0600660754605345,0.0602862152166881,12
"gen29_0045",847,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553725382914899,0.0548115568581628,0.0602923716500728,12
"gen29_0042",839,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0553773661455107,0.0593665106436404,0.0606468066823699,12
"gen29_0055",864,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0,0.055386739539751,0.0558909073668676,0.0607068858098026,11
"gen29_0041",880,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0553903610106119,0.0546978411286596,0.060448990107433,11
