"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen1_0001",176,24.1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.0571164775091413,0.0347835169587483,0.0604924342317107,11
"gen1_0039",343,17.4,1,1,0,1,1,1,1,1,0,0,1,1,1,0.0571881643586226,0.058279558805774,0.0621357753830006,10
"gen1_0040",250,22.9,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0575500669437758,0.0432905060404096,0.0614609309298393,11
"gen1_0002",417,14.1,1,1,1,1,1,0,1,0,0,0,1,1,1,0.057694708345343,0.0478667055216397,0.0616215593406016,9
"gen1_0027",367,17.1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0577799933875978,0.0676815457801218,0.0614144485345118,12
"gen1_0038",447,9.4,1,0,1,1,0,1,1,1,0,0,1,1,1,0.0580897779780538,0.0263845701670866,0.0611108747333859,9
"gen1_0051",367,17.3,0,1,0,1,0,1,1,1,1,1,0,0,1,0.0581293602522328,0.0427584481251895,0.0613287713498899,8
"gen1_0030",731,4.3,0,1,1,1,1,1,1,1,0,0,1,0,1,0.0586948508795225,0.0127069547291881,0.0604201448003374,9
"gen1_0017",371,21.8,1,1,0,0,1,1,1,1,0,1,0,0,1,0.0589721646467912,0.055936535997745,0.0607254293557537,8
"gen1_0003",370,22,1,1,0,0,1,1,1,1,0,1,1,1,0,0.0591509228149603,0.0641370475457878,0.0608146916697701,9
"gen1_0004",976,5.3,0,0,1,1,0,0,1,1,1,0,1,0,1,0.0593339447757274,0.011805436775026,0.0608467763032314,7
"gen1_0031",640,4.1,1,1,0,1,0,0,1,1,1,1,1,0,1,0.059412446665895,0.0133023880656629,0.0605005255766148,9
"gen1_0048",136,22.8,0,1,1,0,1,0,1,1,1,0,0,1,1,0.0604389714999363,0.0253672606020768,0.0629694576733849,8
"gen1_0005",424,8.7,1,0,1,1,0,1,1,0,0,1,1,0,1,0.0611215947291266,0.0193111084334712,0.0627507538722437,8
"gen1_0042",177,4.3,0,0,1,0,1,0,1,1,1,0,1,1,1,0.0611790550782867,0.00892375959488868,0.0617778818481826,8
"gen1_0023",127,9.1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.0612652175572063,0.00917037465856919,0.0654091887901546,7
"gen1_0028",420,19,1,1,0,0,1,1,1,0,0,0,1,1,0,0.0612852840493568,0.0330983746348153,0.0618142938346927,7
"gen1_0049",302,22.4,1,1,1,0,0,1,1,0,0,1,0,1,0,0.0614942555945237,0.0419990337174746,0.0633221857245616,7
"gen1_0029",533,4.6,0,0,0,0,0,0,1,1,1,1,1,0,1,0.0617328920131663,0.00798315063259543,0.0623036611162266,6
