"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen9_0001",490,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0002",526,10.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen9_0003",577,-19.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0004",553,11,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0005",517,12.8,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen9_0006",495,11.8,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0007",525,10.3,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0008",528,12.1,0,1,1,1,1,1,0,1,1,1,1,1,0
"gen9_0009",528,12.1,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen9_0010",508,12.1,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0011",592,11,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0012",487,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0013",526,13.2,1,1,1,1,1,1,1,0,1,0,1,1,0
"gen9_0014",527,12.9,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0015",544,10.5,1,1,1,1,0,1,1,1,1,0,1,1,1
"gen9_0016",540,10.9,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen9_0017",487,12.1,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0018",508,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen9_0019",520,12.4,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0020",484,-23.9,1,1,1,1,1,1,1,0,1,1,1,1,0
"gen9_0021",525,10.6,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0022",592,10.7,1,1,1,1,1,1,1,0,1,0,1,1,0
"gen9_0023",496,11.2,1,0,0,1,1,1,1,1,0,1,1,1,0
"gen9_0024",762,11.5,1,1,1,1,1,1,0,1,1,0,1,1,0
"gen9_0025",80,11.2,1,1,1,1,1,1,0,1,1,0,1,1,0
"gen9_0026",497,13.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0027",492,11.7,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen9_0028",523,11.9,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0029",544,10.8,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0030",526,10.6,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0031",553,12.1,1,0,1,1,1,1,1,1,1,0,1,1,0
"gen9_0032",526,12.1,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0033",493,11.6,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen9_0034",489,11.7,0,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0035",550,11.9,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0036",559,11.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen9_0037",522,12.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0038",523,12.2,0,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0039",526,12,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0040",525,-23.5,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0041",528,14.9,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0042",527,12.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0043",528,12.8,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0044",527,12.2,1,1,1,1,0,1,1,1,1,0,1,1,0
"gen9_0045",530,11.1,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0046",542,11.5,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0047",588,12.9,0,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0048",791,11.3,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0049",488,-23.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0050",525,10.9,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen9_0051",554,10.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0052",548,4.7,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen9_0053",540,12.9,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen9_0054",927,10.8,1,1,1,1,1,1,1,1,0,0,1,1,0
"gen9_0055",495,12.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen9_0056",512,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0057",512,11,1,1,1,1,1,1,1,0,1,1,1,1,0
"gen9_0058",555,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0059",494,11,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen9_0060",540,10.6,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0061",550,2.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0062",554,10.9,1,1,1,1,1,1,1,0,1,0,1,1,0
"gen9_0063",832,12.5,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen9_0064",508,12.1,1,1,0,1,1,0,0,1,1,1,0,1,0
