"Par1","Par2"
5,2
14,12
5,13
11,10
12,7
5,9
11,14
9,12
4,15
3,4
12,2
13,12
16,6
5,3
13,5
5,14
15,11
16,7
6,3
14,5
1,3
11,15
5,10
11,15
9,2
4,6
16,9
12,13
15,12
11,5
6,4
2,14
13,16
7,12
5,9
3,8
9,3
14,6
12,8
9,15
11,8
3,5
9,2
16,2
16,1
16,7
9,16
10,7
