"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen11_0001",796,11.4,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen11_0002",556,12.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0003",878,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0004",832,12.5,1,1,0,1,0,1,1,1,1,1,1,1,0
"gen11_0005",527,11.9,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen11_0006",522,13.4,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen11_0007",526,11.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0008",555,11.1,1,1,1,1,1,1,1,0,1,1,1,0,0
"gen11_0009",527,12.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0010",526,11.1,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0011",782,12.2,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen11_0012",548,10.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0013",519,13,1,0,1,1,1,1,1,1,1,0,1,1,0
"gen11_0014",527,12.5,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen11_0015",499,11.6,1,1,0,1,0,1,1,1,1,1,1,1,1
"gen11_0016",532,10.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0017",744,9.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0018",615,12.4,1,1,0,1,1,1,1,1,0,1,1,1,0
"gen11_0019",527,10.9,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen11_0020",531,-14.3,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0021",542,12.4,1,1,1,0,1,1,1,1,0,1,1,1,0
"gen11_0022",533,11,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen11_0023",827,11.2,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen11_0024",847,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0025",531,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0026",527,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0027",535,11,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0028",547,12.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0029",516,11.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0030",793,12.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0031",507,11.7,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen11_0032",519,12.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0033",793,12.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0034",396,12.4,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen11_0035",530,10.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0036",222,10.9,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0037",532,8.3,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen11_0038",550,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0039",756,11.6,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0040",581,11.7,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen11_0041",523,13.5,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0042",498,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0043",553,11,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen11_0044",550,11,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen11_0045",527,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0046",172,-16.6,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen11_0047",906,11.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0048",765,11.4,0,0,0,1,1,1,1,1,1,1,1,1,0
"gen11_0049",522,6.7,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen11_0050",524,12.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0051",775,-20.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0052",577,11.9,1,1,1,0,1,1,1,1,1,1,1,1,0
"gen11_0053",543,10.9,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen11_0054",532,11.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0055",506,-3.2,1,1,0,1,1,1,1,1,0,1,1,1,0
"gen11_0056",520,-17.1,0,1,0,1,1,1,1,1,0,1,1,1,0
"gen11_0057",769,11.8,1,0,1,1,1,0,1,1,1,1,1,1,0
"gen11_0058",554,12.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0059",535,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0060",273,11.2,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen11_0061",667,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0062",737,11.7,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen11_0063",547,10.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0064",541,12.5,0,1,1,1,0,1,1,1,1,1,1,1,0
