"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen8_0001",551,12.6,1,1,1,1,0,0,1,1,1,1,1,1,0
"gen8_0002",482,12.6,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen8_0003",528,12.1,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen8_0004",499,7.4,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen8_0005",544,10.5,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen8_0006",553,11,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen8_0007",631,12.3,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen8_0008",487,10.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen8_0009",649,11.3,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen8_0010",526,13.2,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen8_0011",499,10.9,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen8_0012",528,12.1,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen8_0013",520,12.8,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen8_0014",593,10.3,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen8_0015",592,11.5,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen8_0016",495,11.8,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen8_0017",503,12,1,1,0,1,1,1,1,1,0,1,0,0,1
"gen8_0018",107,11.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen8_0019",569,12,1,1,1,1,1,0,1,1,1,0,1,0,0
"gen8_0020",606,-15.6,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen8_0021",522,12.3,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen8_0022",526,12.6,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen8_0023",552,11.7,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen8_0024",529,11.4,0,1,1,1,1,1,0,1,1,0,1,1,0
"gen8_0025",546,11.8,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen8_0026",549,13.5,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen8_0027",490,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen8_0028",260,12.5,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen8_0029",502,10.4,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen8_0030",517,12.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen8_0031",527,12.4,0,1,1,0,1,0,1,1,1,0,1,1,0
"gen8_0032",527,12.9,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen8_0033",528,12.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen8_0034",528,12.1,1,1,1,1,1,1,0,1,1,0,0,1,1
"gen8_0035",542,12.7,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen8_0036",535,24.4,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen8_0037",577,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen8_0038",514,10.9,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen8_0039",601,10.3,1,0,0,1,1,1,1,1,1,0,1,1,0
"gen8_0040",479,10.3,1,1,0,1,0,1,1,1,1,1,1,1,0
"gen8_0041",548,12.4,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen8_0042",531,12.3,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen8_0043",591,10.1,1,1,1,1,1,1,1,1,0,0,1,1,0
"gen8_0044",530,12.3,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen8_0045",525,10.3,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen8_0046",501,12.8,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen8_0047",515,11.8,1,1,0,0,0,1,1,1,1,0,1,1,0
"gen8_0048",508,12.1,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen8_0049",526,10.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen8_0050",524,12.1,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen8_0051",649,11.6,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen8_0052",631,12,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen8_0053",140,12.7,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen8_0054",524,12.2,1,1,1,0,1,1,0,1,1,0,1,1,0
"gen8_0055",496,11.1,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen8_0056",592,11,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen8_0057",575,-10.4,0,1,0,1,1,1,1,1,1,0,1,1,1
"gen8_0058",512,11.7,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen8_0059",566,11.5,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen8_0060",570,10.5,1,1,1,1,1,1,1,1,1,0,1,0,1
"gen8_0061",521,12.3,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen8_0062",527,12.6,1,1,0,1,1,1,1,0,1,0,1,1,1
"gen8_0063",494,11.5,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen8_0064",487,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
